gameid,team_name,match_date,result,gold_at10,xp_at10,cs_at10,gold_diff_at10,xp_diff_at10,cs_diff_at10,kills_at_10,assists_at10,deaths_at10
5655-7251,Invictus Gaming,2020-01-13 11:31:00,1,14465.0,16803.0,299.0,-486.0,-610.0,0.0,1.0,3.0,2.0
5655-7251,FunPlus Phoenix,2020-01-13 11:31:00,0,14951.0,17413.0,299.0,486.0,610.0,0.0,2.0,2.0,1.0
5656-7253,LNG Esports,2020-01-13 12:29:00,1,17029.0,18963.0,326.0,462.0,1678.0,30.0,3.0,4.0,2.0
5656-7253,LGD Gaming,2020-01-13 12:29:00,0,16567.0,17285.0,296.0,-462.0,-1678.0,-30.0,2.0,2.0,3.0
5656-7254,LGD Gaming,2020-01-13 13:17:00,0,16542.0,19228.0,325.0,1802.0,1388.0,-3.0,3.0,6.0,0.0
5656-7254,LNG Esports,2020-01-13 13:17:00,1,14740.0,17840.0,328.0,-1802.0,-1388.0,3.0,0.0,0.0,3.0
5657-7255,eStar,2020-01-14 09:21:00,1,15753.0,18397.0,326.0,146.0,1072.0,5.0,2.0,3.0,2.0
5657-7255,Rogue Warriors,2020-01-14 09:21:00,0,15607.0,17325.0,321.0,-146.0,-1072.0,-5.0,2.0,4.0,2.0
5657-7256,Rogue Warriors,2020-01-14 10:22:00,0,14295.0,16921.0,275.0,-1954.0,44.0,5.0,2.0,7.0,5.0
5657-7256,eStar,2020-01-14 10:22:00,1,16249.0,16877.0,270.0,1954.0,-44.0,-5.0,5.0,11.0,2.0
5658-7257,Oh My God,2020-01-14 11:21:00,0,15615.0,18011.0,348.0,-386.0,-1517.0,2.0,1.0,1.0,2.0
5658-7257,JD Gaming,2020-01-14 11:21:00,1,16001.0,19528.0,346.0,386.0,1517.0,-2.0,2.0,4.0,1.0
5658-7258,Oh My God,2020-01-14 12:13:00,0,16065.0,18872.0,362.0,1357.0,613.0,35.0,1.0,1.0,0.0
5658-7258,JD Gaming,2020-01-14 12:13:00,1,14708.0,18259.0,327.0,-1357.0,-613.0,-35.0,0.0,0.0,1.0
5659-7259,Vici Gaming,2020-01-15 09:22:00,0,13971.0,16514.0,293.0,-2816.0,-2695.0,-38.0,0.0,0.0,4.0
5659-7259,Bilibili Gaming,2020-01-15 09:22:00,1,16787.0,19209.0,331.0,2816.0,2695.0,38.0,4.0,5.0,0.0
5659-7260,Bilibili Gaming,2020-01-15 10:16:00,0,16984.0,20291.0,373.0,589.0,151.0,-12.0,1.0,1.0,0.0
5659-7260,Vici Gaming,2020-01-15 10:16:00,1,16395.0,20140.0,385.0,-589.0,-151.0,12.0,0.0,0.0,1.0
5659-7261,Vici Gaming,2020-01-15 11:20:00,0,14532.0,16382.0,302.0,-2747.0,-2699.0,-16.0,1.0,3.0,6.0
5659-7261,Bilibili Gaming,2020-01-15 11:20:00,1,17279.0,19081.0,318.0,2747.0,2699.0,16.0,6.0,11.0,1.0
5660-7262,Invictus Gaming,2020-01-15 12:30:00,1,15699.0,18785.0,350.0,296.0,529.0,19.0,1.0,2.0,1.0
5660-7262,Dominus Esports,2020-01-15 12:30:00,0,15403.0,18256.0,331.0,-296.0,-529.0,-19.0,1.0,1.0,1.0
5660-7263,Dominus Esports,2020-01-15 13:19:00,0,14631.0,17661.0,325.0,-224.0,-879.0,-4.0,0.0,0.0,0.0
5660-7263,Invictus Gaming,2020-01-15 13:19:00,1,14855.0,18540.0,329.0,224.0,879.0,4.0,0.0,0.0,0.0
5661-7265,Victory Five,2020-01-16 09:41:00,0,14893.0,18264.0,345.0,-1313.0,-490.0,25.0,0.0,0.0,4.0
5661-7265,EDward Gaming,2020-01-16 09:41:00,1,16206.0,18754.0,320.0,1313.0,490.0,-25.0,4.0,7.0,0.0
5661-7266,Victory Five,2020-01-16 10:33:00,0,14188.0,16745.0,306.0,-2211.0,-1117.0,10.0,0.0,0.0,5.0
5661-7266,EDward Gaming,2020-01-16 10:33:00,1,16399.0,17862.0,296.0,2211.0,1117.0,-10.0,5.0,6.0,0.0
5662-7264,Rogue Warriors,2020-01-16 11:47:00,1,16009.0,18460.0,337.0,1347.0,268.0,16.0,2.0,3.0,0.0
5662-7264,Suning,2020-01-16 11:47:00,0,14662.0,18192.0,321.0,-1347.0,-268.0,-16.0,0.0,0.0,2.0
5662-7267,Suning,2020-01-16 12:49:00,0,15285.0,17727.0,305.0,204.0,141.0,-20.0,2.0,2.0,1.0
5662-7267,Rogue Warriors,2020-01-16 12:49:00,1,15081.0,17586.0,325.0,-204.0,-141.0,20.0,1.0,1.0,2.0
5663-7268,FunPlus Phoenix,2020-01-17 09:20:00,0,17638.0,20997.0,376.0,852.0,1694.0,40.0,2.0,3.0,2.0
5663-7268,eStar,2020-01-17 09:20:00,1,16786.0,19303.0,336.0,-852.0,-1694.0,-40.0,2.0,6.0,2.0
5663-7269,FunPlus Phoenix,2020-01-17 10:25:00,1,15181.0,18566.0,336.0,718.0,2009.0,47.0,1.0,2.0,1.0
5663-7269,eStar,2020-01-17 10:25:00,0,14463.0,16557.0,289.0,-718.0,-2009.0,-47.0,1.0,1.0,1.0
5663-7270,eStar,2020-01-17 11:25:00,1,18244.0,18206.0,307.0,2884.0,1515.0,14.0,5.0,13.0,3.0
5663-7270,FunPlus Phoenix,2020-01-17 11:25:00,0,15360.0,16691.0,293.0,-2884.0,-1515.0,-14.0,3.0,5.0,5.0
5664-7277,LNG Esports,2020-01-17 12:22:00,0,14794.0,18334.0,331.0,-727.0,-419.0,-12.0,0.0,0.0,1.0
5664-7277,Top Esports,2020-01-17 12:22:00,1,15521.0,18753.0,343.0,727.0,419.0,12.0,1.0,1.0,0.0
5664-7271,Top Esports,2020-01-17 13:16:00,1,15066.0,17122.0,285.0,202.0,418.0,-7.0,3.0,4.0,2.0
5664-7271,LNG Esports,2020-01-17 13:16:00,0,14864.0,16704.0,292.0,-202.0,-418.0,7.0,2.0,5.0,3.0
5665-7276,JD Gaming,2020-01-18 09:40:00,1,16650.0,19000.0,357.0,753.0,-70.0,13.0,3.0,10.0,2.0
5665-7276,Team WE,2020-01-18 09:40:00,0,15897.0,19070.0,344.0,-753.0,70.0,-13.0,2.0,5.0,3.0
5665-7272,Team WE,2020-01-18 10:33:00,0,14408.0,17192.0,286.0,-1428.0,-504.0,-16.0,1.0,1.0,3.0
5665-7272,JD Gaming,2020-01-18 10:33:00,1,15836.0,17696.0,302.0,1428.0,504.0,16.0,3.0,5.0,1.0
5666-7273,Bilibili Gaming,2020-01-18 11:22:00,0,14622.0,18083.0,333.0,-27.0,-390.0,2.0,0.0,0.0,0.0
5666-7273,Royal Never Give Up,2020-01-18 11:22:00,1,14649.0,18473.0,331.0,27.0,390.0,-2.0,0.0,0.0,0.0
5666-7274,Royal Never Give Up,2020-01-18 12:14:00,0,13856.0,17041.0,296.0,-1524.0,-824.0,-28.0,0.0,0.0,1.0
5666-7274,Bilibili Gaming,2020-01-18 12:14:00,1,15380.0,17865.0,324.0,1524.0,824.0,28.0,1.0,0.0,0.0
5666-7275,Bilibili Gaming,2020-01-18 13:23:00,1,14720.0,17298.0,308.0,-316.0,172.0,29.0,1.0,0.0,3.0
5666-7275,Royal Never Give Up,2020-01-18 13:23:00,0,15036.0,17126.0,279.0,316.0,-172.0,-29.0,3.0,5.0,1.0
ESPORTSTMNT03/1310083,Boavista FC,2020-01-18 17:39:00,1,16245.0,17587.0,288.0,1035.0,553.0,-9.0,5.0,10.0,3.0
ESPORTSTMNT03/1310083,Estoril Praia eSports,2020-01-18 17:39:00,0,15210.0,17034.0,297.0,-1035.0,-553.0,9.0,3.0,3.0,5.0
ESPORTSTMNT03/1300100,For The Win Esports,2020-01-18 19:17:35,1,15283.0,17672.0,332.0,179.0,535.0,38.0,1.0,2.0,3.0
ESPORTSTMNT03/1300100,EGN Esports,2020-01-18 19:17:35,0,15104.0,17137.0,294.0,-179.0,-535.0,-38.0,3.0,8.0,1.0
ESPORTSTMNT03/1310118,Cidade Curiosa Esports,2020-01-18 20:51:06,1,14679.0,17329.0,309.0,-691.0,-1351.0,-7.0,1.0,1.0,2.0
ESPORTSTMNT03/1310118,SAMCLAN Esports Club,2020-01-18 20:51:06,0,15370.0,18680.0,316.0,691.0,1351.0,7.0,2.0,4.0,1.0
ESPORTSTMNT03/1310152,GeekCase eSports,2020-01-18 22:23:54,0,15193.0,16085.0,262.0,-2192.0,-2512.0,-31.0,4.0,8.0,8.0
ESPORTSTMNT03/1310152,GTZ Bulls,2020-01-18 22:23:54,1,17385.0,18597.0,293.0,2192.0,2512.0,31.0,8.0,12.0,4.0
5667-7278,Vici Gaming,2020-01-19 09:23:00,0,14183.0,17527.0,300.0,-1098.0,-377.0,-22.0,0.0,0.0,1.0
5667-7278,Dominus Esports,2020-01-19 09:23:00,1,15281.0,17904.0,322.0,1098.0,377.0,22.0,1.0,1.0,0.0
5667-7279,Vici Gaming,2020-01-19 10:23:00,1,16376.0,19376.0,347.0,1644.0,1706.0,37.0,2.0,2.0,1.0
5667-7279,Dominus Esports,2020-01-19 10:23:00,0,14732.0,17670.0,310.0,-1644.0,-1706.0,-37.0,1.0,1.0,2.0
5667-7280,Vici Gaming,2020-01-19 11:22:00,1,15938.0,17203.0,304.0,410.0,-374.0,2.0,1.0,3.0,3.0
5667-7280,Dominus Esports,2020-01-19 11:22:00,0,15528.0,17577.0,302.0,-410.0,374.0,-2.0,3.0,0.0,1.0
ESPORTSTMNT03/1300164,SAMCLAN Esports Club,2020-01-19 11:58:06,1,15468.0,17503.0,313.0,1171.0,-441.0,25.0,2.0,3.0,2.0
ESPORTSTMNT03/1300164,GeekCase eSports,2020-01-19 11:58:06,0,14297.0,17944.0,288.0,-1171.0,441.0,-25.0,2.0,1.0,2.0
5668-7281,EDward Gaming,2020-01-19 12:27:00,1,16164.0,17908.0,320.0,312.0,587.0,-12.0,1.0,3.0,0.0
5668-7281,Top Esports,2020-01-19 12:27:00,0,15852.0,17321.0,332.0,-312.0,-587.0,12.0,0.0,0.0,1.0
ESPORTSTMNT03/1300175,GTZ Bulls,2020-01-19 13:11:32,0,14643.0,17449.0,308.0,481.0,-430.0,0.0,1.0,2.0,0.0
ESPORTSTMNT03/1300175,Boavista FC,2020-01-19 13:11:32,1,14162.0,17879.0,308.0,-481.0,430.0,0.0,0.0,0.0,1.0
5668-7282,Top Esports,2020-01-19 13:19:00,1,14947.0,17617.0,335.0,90.0,-157.0,48.0,0.0,0.0,2.0
5668-7282,EDward Gaming,2020-01-19 13:19:00,0,14857.0,17774.0,287.0,-90.0,157.0,-48.0,2.0,4.0,0.0
5668-7283,EDward Gaming,2020-01-19 14:07:00,0,14404.0,17710.0,307.0,-353.0,-81.0,-2.0,0.0,0.0,1.0
5668-7283,Top Esports,2020-01-19 14:07:00,1,14757.0,17791.0,309.0,353.0,81.0,2.0,1.0,1.0,0.0
ESPORTSTMNT03/1300187,EGN Esports,2020-01-19 14:17:59,1,15382.0,16197.0,287.0,1064.0,555.0,31.0,3.0,6.0,2.0
ESPORTSTMNT03/1300187,Cidade Curiosa Esports,2020-01-19 14:17:59,0,14318.0,15642.0,256.0,-1064.0,-555.0,-31.0,2.0,3.0,3.0
ESPORTSTMNT03/1300199,Estoril Praia eSports,2020-01-19 15:19:00,0,15156.0,17960.0,303.0,-2225.0,-1275.0,-16.0,2.0,2.0,6.0
ESPORTSTMNT03/1300199,For The Win Esports,2020-01-19 15:19:00,1,17381.0,19235.0,319.0,2225.0,1275.0,16.0,6.0,7.0,2.0
ESPORTSTMNT03/1310222,LUL Esports,2020-01-19 15:19:07,1,16784.0,18434.0,260.0,2511.0,2417.0,-7.0,7.0,8.0,1.0
ESPORTSTMNT03/1310222,Team Refuse,2020-01-19 15:19:07,0,14273.0,16017.0,267.0,-2511.0,-2417.0,7.0,1.0,1.0,7.0
ESPORTSTMNT03/1310258,Greek Regenesis eSports,2020-01-19 17:05:14,0,15117.0,17420.0,261.0,207.0,720.0,-45.0,4.0,8.0,1.0
ESPORTSTMNT03/1310258,Gamespace Mediterranean College Esports,2020-01-19 17:05:14,1,14910.0,16700.0,306.0,-207.0,-720.0,45.0,1.0,2.0,4.0
ESPORTSTMNT03/1310275,WLGaming Esports,2020-01-19 18:18:43,0,14958.0,17111.0,280.0,-1978.0,-1300.0,-47.0,3.0,5.0,5.0
ESPORTSTMNT03/1310275,Intrepid Fox Gaming,2020-01-19 18:18:43,1,16936.0,18411.0,327.0,1978.0,1300.0,47.0,5.0,9.0,3.0
ESPORTSTMNT03/1310284,Pyrsos Esports,2020-01-19 19:09:57,1,15953.0,18604.0,294.0,2015.0,1419.0,15.0,2.0,0.0,0.0
ESPORTSTMNT03/1310284,Laughing Coffins,2020-01-19 19:09:57,0,13938.0,17185.0,279.0,-2015.0,-1419.0,-15.0,0.0,0.0,2.0
ESPORTSTMNT03/1310443,Gamespace Mediterranean College Esports,2020-01-20 16:20:29,0,15261.0,17459.0,271.0,-677.0,-422.0,-25.0,3.0,5.0,4.0
ESPORTSTMNT03/1310443,Team Refuse,2020-01-20 16:20:29,1,15938.0,17881.0,296.0,677.0,422.0,25.0,4.0,7.0,3.0
ESPORTSTMNT01/1280296,RSC Anderlecht Esports,2020-01-20 17:29:17,1,17332.0,17721.0,286.0,3024.0,1121.0,1.0,8.0,17.0,1.0
ESPORTSTMNT01/1280296,Brussels Guardians,2020-01-20 17:29:17,0,14308.0,16600.0,285.0,-3024.0,-1121.0,-1.0,1.0,2.0,8.0
ESPORTSTMNT03/1310475,Intrepid Fox Gaming,2020-01-20 17:44:23,1,16039.0,17063.0,282.0,2560.0,1209.0,48.0,4.0,6.0,1.0
ESPORTSTMNT03/1310475,Pyrsos Esports,2020-01-20 17:44:23,0,13479.0,15854.0,234.0,-2560.0,-1209.0,-48.0,1.0,2.0,4.0
ESPORTSTMNT01/1280306,Sector One,2020-01-20 18:12:34,1,15550.0,18948.0,347.0,217.0,638.0,49.0,1.0,1.0,3.0
ESPORTSTMNT01/1280306,Timeout Esports,2020-01-20 18:12:34,0,15333.0,18310.0,298.0,-217.0,-638.0,-49.0,3.0,3.0,1.0
ESPORTSTMNT01/1280315,Brussels Guardians,2020-01-20 19:07:12,1,14954.0,18061.0,324.0,-174.0,-224.0,-4.0,1.0,1.0,1.0
ESPORTSTMNT01/1280315,KV Mechelen Esports,2020-01-20 19:07:12,0,15128.0,18285.0,328.0,174.0,224.0,4.0,1.0,2.0,1.0
ESPORTSTMNT03/1310493,LUL Esports,2020-01-20 19:10:26,0,14923.0,16732.0,290.0,-773.0,-1560.0,-40.0,2.0,4.0,2.0
ESPORTSTMNT03/1310493,Greek Regenesis eSports,2020-01-20 19:10:26,1,15696.0,18292.0,330.0,773.0,1560.0,40.0,2.0,3.0,2.0
ESPORTSTMNT03/1310505,Laughing Coffins,2020-01-20 19:57:34,0,16107.0,17412.0,262.0,814.0,1235.0,-4.0,6.0,7.0,4.0
ESPORTSTMNT03/1310505,WLGaming Esports,2020-01-20 19:57:34,1,15293.0,16177.0,266.0,-814.0,-1235.0,4.0,4.0,8.0,6.0
ESPORTSTMNT01/1270334,Sector One,2020-01-20 20:10:39,1,17160.0,18035.0,309.0,2086.0,1163.0,17.0,4.0,6.0,2.0
ESPORTSTMNT01/1270334,Aethra Esports,2020-01-20 20:10:39,0,15074.0,16872.0,292.0,-2086.0,-1163.0,-17.0,2.0,4.0,4.0
ESPORTSTMNT03/1300465,Valorous,2020-01-20 20:53:29,1,15516.0,17789.0,316.0,-579.0,-160.0,-8.0,2.0,3.0,3.0
ESPORTSTMNT03/1300465,Dark Horse,2020-01-20 20:53:29,0,16095.0,17949.0,324.0,579.0,160.0,8.0,3.0,5.0,2.0
ESPORTSTMNT03/1310541,Humanoids5,2020-01-20 22:29:15,0,14844.0,17940.0,323.0,-416.0,-94.0,1.0,1.0,2.0,1.0
ESPORTSTMNT03/1310541,FroztFire Team,2020-01-20 22:29:15,1,15260.0,18034.0,322.0,416.0,94.0,-1.0,1.0,1.0,1.0
ESPORTSTMNT03/1300496,Furious Gaming Chile,2020-01-20 23:32:44,0,14791.0,18033.0,315.0,6.0,154.0,-11.0,0.0,0.0,0.0
ESPORTSTMNT03/1300496,Kaos Latin Gamers,2020-01-20 23:32:44,1,14785.0,17879.0,326.0,-6.0,-154.0,11.0,0.0,0.0,0.0
ESPORTSTMNT03/1300504,Azules Esports Academy,2020-01-21 00:36:45,0,14230.0,16761.0,276.0,-2895.0,-2217.0,-17.0,1.0,2.0,7.0
ESPORTSTMNT03/1300504,Rebirth eSports,2020-01-21 00:36:45,1,17125.0,18978.0,293.0,2895.0,2217.0,17.0,7.0,11.0,1.0
ESPORTSTMNT03/1300519,ACE 1,2020-01-21 01:40:11,0,15317.0,17752.0,292.0,-365.0,-968.0,-40.0,3.0,6.0,2.0
ESPORTSTMNT03/1300519,Universidad Católica Esports,2020-01-21 01:40:11,1,15682.0,18720.0,332.0,365.0,968.0,40.0,2.0,4.0,3.0
ESPORTSTMNT01/1280429,mCon esports Rotterdam,2020-01-21 16:04:50,1,16224.0,18550.0,322.0,2286.0,1356.0,25.0,4.0,7.0,0.0
ESPORTSTMNT01/1280429,Team Echo Zulu,2020-01-21 16:04:50,0,13938.0,17194.0,297.0,-2286.0,-1356.0,-25.0,0.0,0.0,4.0
ESPORTSTMNT03/1300603,WLGaming Esports,2020-01-21 16:19:15,0,13711.0,16022.0,262.0,-1910.0,-1164.0,-14.0,1.0,1.0,4.0
ESPORTSTMNT03/1300603,Pyrsos Esports,2020-01-21 16:19:15,1,15621.0,17186.0,276.0,1910.0,1164.0,14.0,4.0,6.0,1.0
ESPORTSTMNT01/1280441,ad hoc gaming,2020-01-21 16:29:54,0,15016.0,18257.0,318.0,638.0,957.0,26.0,2.0,0.0,1.0
ESPORTSTMNT01/1280441,FC Schalke 04 Evolution,2020-01-21 16:29:54,1,14378.0,17300.0,292.0,-638.0,-957.0,-26.0,1.0,1.0,2.0
ESPORTSTMNT03/1300617,Greek Regenesis eSports,2020-01-21 17:40:31,1,16063.0,18246.0,318.0,2414.0,1820.0,34.0,4.0,5.0,0.0
ESPORTSTMNT03/1300617,Team Refuse,2020-01-21 17:40:31,0,13649.0,16426.0,284.0,-2414.0,-1820.0,-34.0,0.0,0.0,4.0
ESPORTSTMNT01/1280479,Unicorns Of Love Sexy Edition,2020-01-21 17:51:45,0,14928.0,18134.0,297.0,-999.0,129.0,-4.0,2.0,3.0,4.0
ESPORTSTMNT01/1280479,OP innogy eSport,2020-01-21 17:51:45,1,15927.0,18005.0,301.0,999.0,-129.0,4.0,4.0,9.0,2.0
ESPORTSTMNT01/1270496,PSV Esports,2020-01-21 18:00:09,1,15191.0,17937.0,311.0,1141.0,737.0,8.0,1.0,1.0,0.0
ESPORTSTMNT01/1270496,Team THRLL,2020-01-21 18:00:09,0,14050.0,17200.0,303.0,-1141.0,-737.0,-8.0,0.0,0.0,1.0
ESPORTSTMNT03/1300627,Intrepid Fox Gaming,2020-01-21 18:39:25,1,16085.0,19184.0,351.0,2341.0,2282.0,99.0,2.0,2.0,2.0
ESPORTSTMNT03/1300627,Laughing Coffins,2020-01-21 18:39:25,0,13744.0,16902.0,252.0,-2341.0,-2282.0,-99.0,2.0,2.0,2.0
ESPORTSTMNT01/1270513,Misfits Premier,2020-01-21 18:55:54,1,15045.0,18293.0,325.0,454.0,751.0,9.0,1.0,1.0,1.0
ESPORTSTMNT01/1270513,IZI Dream,2020-01-21 18:55:54,0,14591.0,17542.0,316.0,-454.0,-751.0,-9.0,1.0,0.0,1.0
ESPORTSTMNT01/1280501,SK Gaming Prime,2020-01-21 18:56:57,1,14103.0,15956.0,279.0,-133.0,-1338.0,-42.0,1.0,2.0,0.0
ESPORTSTMNT01/1280501,GamerLegion,2020-01-21 18:56:57,0,14236.0,17294.0,321.0,133.0,1338.0,42.0,0.0,0.0,1.0
ESPORTSTMNT01/1280509,Dynasty,2020-01-21 19:04:23,0,14713.0,17863.0,277.0,-811.0,296.0,-31.0,2.0,2.0,2.0
ESPORTSTMNT01/1280509,mCon esports Rotterdam,2020-01-21 19:04:23,1,15524.0,17567.0,308.0,811.0,-296.0,31.0,2.0,3.0,2.0
ESPORTSTMNT03/1300644,LUL Esports,2020-01-21 19:43:03,1,14944.0,16551.0,267.0,752.0,-1067.0,-35.0,3.0,8.0,0.0
ESPORTSTMNT03/1300644,Gamespace Mediterranean College Esports,2020-01-21 19:43:03,0,14192.0,17618.0,302.0,-752.0,1067.0,35.0,0.0,0.0,3.0
ESPORTSTMNT01/1280536,Berlin International Gaming,2020-01-21 20:09:55,0,15764.0,17384.0,284.0,1826.0,754.0,0.0,3.0,7.0,1.0
ESPORTSTMNT01/1280536,mYinsanity,2020-01-21 20:09:55,1,13938.0,16630.0,284.0,-1826.0,-754.0,0.0,1.0,1.0,3.0
ESPORTSTMNT01/1270542,Team THRLL,2020-01-21 20:13:38,0,14527.0,16767.0,281.0,-2150.0,-1838.0,-40.0,2.0,2.0,4.0
ESPORTSTMNT01/1270542,Defusekids,2020-01-21 20:13:38,1,16677.0,18605.0,321.0,2150.0,1838.0,40.0,4.0,5.0,2.0
ESPORTSTMNT01/1270545,GameWard,2020-01-21 20:16:43,1,14828.0,18058.0,336.0,74.0,-247.0,2.0,0.0,0.0,0.0
ESPORTSTMNT01/1270545,Team MCES,2020-01-21 20:16:43,0,14754.0,18305.0,334.0,-74.0,247.0,-2.0,0.0,0.0,0.0
ESPORTSTMNT01/1270566,Solary,2020-01-21 21:16:27,0,14131.0,16409.0,256.0,-2011.0,-2550.0,-75.0,2.0,5.0,3.0
ESPORTSTMNT01/1270566,GamersOrigin,2020-01-21 21:16:27,1,16142.0,18959.0,331.0,2011.0,2550.0,75.0,3.0,6.0,2.0
ESPORTSTMNT01/1280575,mousesports,2020-01-21 21:20:37,0,15343.0,18074.0,331.0,-1003.0,121.0,10.0,1.0,2.0,4.0
ESPORTSTMNT01/1280575,EURONICS Gaming,2020-01-21 21:20:37,1,16346.0,17953.0,321.0,1003.0,-121.0,-10.0,4.0,4.0,1.0
ESPORTSTMNT03/1300673,Furious Gaming Chile,2020-01-21 21:21:27,1,16034.0,18534.0,296.0,1060.0,339.0,4.0,3.0,3.0,3.0
ESPORTSTMNT03/1300673,FroztFire Team,2020-01-21 21:21:27,0,14974.0,18195.0,292.0,-1060.0,-339.0,-4.0,3.0,3.0,3.0
ESPORTSTMNT01/1270591,Vitality.Bee,2020-01-21 22:16:13,1,15075.0,17407.0,312.0,71.0,-1183.0,-24.0,2.0,1.0,1.0
ESPORTSTMNT01/1270591,LDLC OL,2020-01-21 22:16:13,0,15004.0,18590.0,336.0,-71.0,1183.0,24.0,1.0,0.0,2.0
ESPORTSTMNT03/1300688,Rebirth eSports,2020-01-21 22:17:58,1,14509.0,17831.0,322.0,-279.0,-162.0,-14.0,0.0,0.0,0.0
ESPORTSTMNT03/1300688,Valorous,2020-01-21 22:17:58,0,14788.0,17993.0,336.0,279.0,162.0,14.0,0.0,0.0,0.0
ESPORTSTMNT03/1300690,Humanoids5,2020-01-21 23:23:25,0,14798.0,17865.0,309.0,-84.0,232.0,5.0,1.0,0.0,1.0
ESPORTSTMNT03/1300690,Azules Esports Academy,2020-01-21 23:23:25,1,14882.0,17633.0,304.0,84.0,-232.0,-5.0,1.0,3.0,1.0
ESPORTSTMNT03/1310742,Kaos Latin Gamers,2020-01-22 00:43:47,1,14912.0,17588.0,335.0,820.0,302.0,30.0,0.0,0.0,0.0
ESPORTSTMNT03/1310742,ACE 1,2020-01-22 00:43:47,0,14092.0,17286.0,305.0,-820.0,-302.0,-30.0,0.0,0.0,0.0
