gameid,team_name,match_date,result,gold_at15,xp_at15,cs_at15,gold_diff_at15,xp_diff_at15,cs_diff_at15,kills_at_15,assists_at15,deaths_at15
ESPORTSTMNT01/1292652,Humanoids5,2020-02-04 21:58:32,0,22859.0,28811.0,520.0,-945.0,-327.0,-2.0,2.0,3.0,3.0
ESPORTSTMNT01/1292679,Kaos Latin Gamers,2020-02-04 23:08:59,1,24242.0,28561.0,483.0,2415.0,1558.0,16.0,5.0,14.0,2.0
ESPORTSTMNT01/1292679,Valorous,2020-02-04 23:08:59,0,21827.0,27003.0,467.0,-2415.0,-1558.0,-16.0,2.0,3.0,5.0
ESPORTSTMNT01/1292681,Cidade Curiosa Esports,2020-02-04 23:15:17,0,22551.0,27966.0,478.0,406.0,-569.0,-20.0,2.0,2.0,1.0
ESPORTSTMNT01/1292681,GeekCase eSports,2020-02-04 23:15:17,1,22145.0,28535.0,498.0,-406.0,569.0,20.0,1.0,0.0,2.0
ESPORTSTMNT01/1302501,Team oNe eSports,2020-02-04 23:51:35,0,23160.0,25406.0,438.0,-1631.0,-3121.0,-79.0,2.0,3.0,3.0
ESPORTSTMNT01/1302501,RED Canids,2020-02-04 23:51:35,1,24791.0,28527.0,517.0,1631.0,3121.0,79.0,3.0,4.0,2.0
ESPORTSTMNT01/1292702,Dark Horse,2020-02-05 00:03:36,0,21756.0,27977.0,491.0,-1552.0,-835.0,-31.0,1.0,2.0,2.0
ESPORTSTMNT01/1292702,Azules Esports Academy,2020-02-05 00:03:36,1,23308.0,28812.0,522.0,1552.0,835.0,31.0,2.0,3.0,1.0
NA1/3284776683,Full Spectrum,2020-02-05 00:40:31,1,27451.0,28963.0,460.0,3386.0,1064.0,-17.0,9.0,13.0,5.0
NA1/3284776683,Robert Morris University Illinois,2020-02-05 00:40:31,0,24065.0,27899.0,477.0,-3386.0,-1064.0,17.0,5.0,9.0,9.0
NA1/3284926205,Columbia College,2020-02-05 00:41:43,1,24240.0,27469.0,447.0,2558.0,1768.0,16.0,5.0,8.0,5.0
NA1/3284926205,First Blood Crusade,2020-02-05 00:41:43,0,21682.0,25701.0,431.0,-2558.0,-1768.0,-16.0,5.0,5.0,5.0
ESPORTSTMNT01/1302519,Intergalaxy Tigers Gaming,2020-02-05 00:45:46,0,23492.0,27569.0,480.0,-805.0,-180.0,26.0,3.0,3.0,5.0
ESPORTSTMNT01/1302519,Havan Liberty Gaming,2020-02-05 00:45:46,1,24297.0,27749.0,454.0,805.0,180.0,-26.0,5.0,12.0,3.0
NA1/3285006201,Snowman Slammers,2020-02-05 00:50:36,1,26550.0,26852.0,415.0,4567.0,1146.0,21.0,11.0,17.0,2.0
NA1/3285006201,Aqualix Esports,2020-02-05 00:50:36,0,21983.0,25706.0,394.0,-4567.0,-1146.0,-21.0,2.0,2.0,11.0
NA1/3284796134,Grand View University,2020-02-05 00:52:17,0,24737.0,27856.0,400.0,-4511.0,-1876.0,-52.0,7.0,12.0,15.0
NA1/3284796134,Supernova,2020-02-05 00:52:17,1,29248.0,29732.0,452.0,4511.0,1876.0,52.0,15.0,25.0,7.0
NA1/3284926283,Orgless,2020-02-05 00:56:50,1,27520.0,30634.0,487.0,3007.0,4471.0,113.0,10.0,13.0,10.0
NA1/3284926283,Team Fish Taco,2020-02-05 00:56:50,0,24513.0,26163.0,374.0,-3007.0,-4471.0,-113.0,10.0,20.0,10.0
NA1/3284676412,unknown team,2020-02-05 01:02:07,1,26525.0,29982.0,507.0,4987.0,3989.0,89.0,6.0,11.0,2.0
NA1/3284676412,unknown team,2020-02-05 01:02:07,0,21538.0,25993.0,418.0,-4987.0,-3989.0,-89.0,2.0,2.0,6.0
ESPORTSTMNT01/1292738,Rebirth eSports,2020-02-05 01:06:17,1,24729.0,29260.0,513.0,3231.0,1420.0,31.0,5.0,8.0,1.0
ESPORTSTMNT01/1292738,ACE 1,2020-02-05 01:06:17,0,21498.0,27840.0,482.0,-3231.0,-1420.0,-31.0,1.0,1.0,5.0
NA1/3284676628,unknown team,2020-02-05 01:39:04,0,22343.0,26779.0,438.0,-3177.0,-2438.0,1.0,3.0,2.0,9.0
NA1/3284676628,unknown team,2020-02-05 01:39:04,1,25520.0,29217.0,437.0,3177.0,2438.0,-1.0,9.0,15.0,3.0
NA1/3284926489,First Blood Crusade,2020-02-05 01:39:10,0,25230.0,26998.0,423.0,1660.0,1197.0,-30.0,9.0,12.0,5.0
NA1/3284926489,Columbia College,2020-02-05 01:39:10,1,23570.0,25801.0,453.0,-1660.0,-1197.0,30.0,5.0,8.0,9.0
NA1/3284796418,Supernova,2020-02-05 01:44:45,1,22929.0,28451.0,472.0,-1185.0,-942.0,19.0,4.0,11.0,8.0
NA1/3284796418,Grand View University,2020-02-05 01:44:45,0,24114.0,29393.0,453.0,1185.0,942.0,-19.0,8.0,9.0,4.0
NA1/3284946602,Team Fish Taco,2020-02-05 01:46:32,0,24105.0,24227.0,363.0,-5728.0,-5982.0,-114.0,9.0,12.0,15.0
NA1/3284946602,Orgless,2020-02-05 01:46:32,1,29833.0,30209.0,477.0,5728.0,5982.0,114.0,15.0,37.0,9.0
ESPORTSTMNT01/1302531,Falkol,2020-02-05 01:48:45,1,25949.0,31027.0,512.0,4167.0,4512.0,29.0,9.0,10.0,1.0
ESPORTSTMNT01/1302531,Santos e-Sports,2020-02-05 01:48:45,0,21782.0,26515.0,483.0,-4167.0,-4512.0,-29.0,1.0,1.0,9.0
NA1/3285006527,Aqualix Esports,2020-02-05 01:49:34,1,25304.0,28744.0,412.0,2199.0,3257.0,34.0,10.0,12.0,6.0
NA1/3285006527,Snowman Slammers,2020-02-05 01:49:34,0,23105.0,25487.0,378.0,-2199.0,-3257.0,-34.0,6.0,11.0,10.0
NA1/3284976638,Robert Morris University Illinois,2020-02-05 01:59:53,0,21795.0,25945.0,409.0,-4548.0,-2434.0,-53.0,5.0,6.0,7.0
NA1/3284976638,Full Spectrum,2020-02-05 01:59:53,1,26343.0,28379.0,462.0,4548.0,2434.0,53.0,7.0,11.0,5.0
NA1/3285006835,Snowman Slammers,2020-02-05 02:43:26,1,25132.0,27321.0,422.0,3558.0,1213.0,-16.0,6.0,11.0,4.0
NA1/3285006835,Aqualix Esports,2020-02-05 02:43:26,0,21574.0,26108.0,438.0,-3558.0,-1213.0,16.0,3.0,6.0,6.0
ESPORTSTMNT01/1302595,T1,2020-02-05 06:34:49,0,24661.0,31445.0,576.0,1209.0,2236.0,19.0,2.0,3.0,1.0
ESPORTSTMNT01/1302595,DAMWON Gaming,2020-02-05 06:34:49,1,23452.0,29209.0,557.0,-1209.0,-2236.0,-19.0,1.0,1.0,2.0
ESPORTSTMNT01/1302628,DAMWON Gaming,2020-02-05 09:00:00,0,24740.0,30318.0,570.0,455.0,-535.0,11.0,1.0,1.0,2.0
ESPORTSTMNT01/1302628,T1,2020-02-05 09:00:00,1,24285.0,30853.0,559.0,-455.0,535.0,-11.0,2.0,1.0,1.0
ESPORTSTMNT01/1302635,T1,2020-02-05 10:14:43,1,26333.0,29801.0,522.0,2759.0,1281.0,15.0,4.0,9.0,3.0
ESPORTSTMNT01/1302635,DAMWON Gaming,2020-02-05 10:14:43,0,23574.0,28520.0,507.0,-2759.0,-1281.0,-15.0,3.0,8.0,4.0
ESPORTSTMNT01/1302651,KT Rolster,2020-02-05 11:33:06,1,23149.0,28761.0,498.0,-98.0,301.0,-18.0,3.0,7.0,2.0
ESPORTSTMNT01/1302651,Gen.G,2020-02-05 11:33:06,0,23247.0,28460.0,516.0,98.0,-301.0,18.0,2.0,6.0,3.0
ESPORTSTMNT01/1292960,Gen.G,2020-02-05 13:10:34,1,24823.0,29435.0,565.0,2176.0,1363.0,58.0,1.0,1.0,0.0
ESPORTSTMNT01/1292960,KT Rolster,2020-02-05 13:10:34,0,22647.0,28072.0,507.0,-2176.0,-1363.0,-58.0,0.0,0.0,1.0
ESPORTSTMNT01/1292974,KT Rolster,2020-02-05 13:54:23,0,23147.0,29536.0,527.0,-935.0,-534.0,19.0,1.0,1.0,2.0
ESPORTSTMNT01/1292974,Gen.G,2020-02-05 13:54:23,1,24082.0,30070.0,508.0,935.0,534.0,-19.0,2.0,2.0,1.0
ESPORTSTMNT01/1302741,Illuminar Gaming,2020-02-05 15:41:33,0,23081.0,29209.0,490.0,-2797.0,-1424.0,-45.0,2.0,5.0,5.0
ESPORTSTMNT01/1302741,AGO ROGUE,2020-02-05 15:41:33,1,25878.0,30633.0,535.0,2797.0,1424.0,45.0,5.0,6.0,2.0
ESPORTSTMNT04/1120506,Split Raiders,2020-02-05 16:38:56,0,21936.0,26775.0,440.0,-335.0,-61.0,16.0,3.0,2.0,3.0
ESPORTSTMNT04/1120506,Leviathans,2020-02-05 16:38:56,1,22271.0,26836.0,424.0,335.0,61.0,-16.0,3.0,7.0,3.0
ESPORTSTMNT01/1302775,Diablo Chairs,2020-02-05 16:45:23,0,22546.0,25679.0,481.0,-3930.0,-1273.0,2.0,1.0,1.0,7.0
ESPORTSTMNT01/1302775,piratesports,2020-02-05 16:45:23,1,26476.0,26952.0,479.0,3930.0,1273.0,-2.0,7.0,19.0,1.0
ESPORTSTMNT01/1302777,Cyberground Gaming,2020-02-05 16:49:05,0,22090.0,28128.0,455.0,-1966.0,509.0,-30.0,3.0,3.0,4.0
ESPORTSTMNT01/1302777,YDN Esports,2020-02-05 16:49:05,1,24056.0,27619.0,485.0,1966.0,-509.0,30.0,4.0,4.0,3.0
ESPORTSTMNT04/1120515,Five Kings,2020-02-05 17:31:09,0,22877.0,28268.0,487.0,-299.0,-1586.0,-5.0,3.0,4.0,4.0
ESPORTSTMNT04/1120515,Team Infamous,2020-02-05 17:31:09,1,23176.0,29854.0,492.0,299.0,1586.0,5.0,4.0,5.0,3.0
ESPORTSTMNT01/1293078,Campus Party Sparks,2020-02-05 17:44:12,1,25710.0,29026.0,477.0,838.0,-82.0,2.0,7.0,8.0,5.0
ESPORTSTMNT01/1293078,QLASH Forge,2020-02-05 17:44:12,0,24872.0,29108.0,475.0,-838.0,82.0,-2.0,5.0,6.0,7.0
ESPORTSTMNT01/1302798,BT Excel,2020-02-05 17:45:57,1,26380.0,29257.0,498.0,5212.0,3752.0,82.0,6.0,6.0,3.0
ESPORTSTMNT01/1302798,MnM Gaming,2020-02-05 17:45:57,0,21168.0,25505.0,416.0,-5212.0,-3752.0,-82.0,3.0,3.0,6.0
ESPORTSTMNT01/1302799,PRIDE,2020-02-05 17:49:03,0,22660.0,27323.0,442.0,-393.0,-412.0,-29.0,2.0,3.0,2.0
ESPORTSTMNT01/1302799,AVEZ Esport,2020-02-05 17:49:03,1,23053.0,27735.0,471.0,393.0,412.0,29.0,2.0,2.0,2.0
ESPORTSTMNT04/1120523,PIGSPORTS,2020-02-05 17:49:18,1,21957.0,28720.0,515.0,-2032.0,568.0,17.0,0.0,0.0,2.0
ESPORTSTMNT04/1120523,Kenty,2020-02-05 17:49:18,0,23989.0,28152.0,498.0,2032.0,-568.0,-17.0,2.0,2.0,0.0
ESPORTSTMNT04/1120525,Leviathans,2020-02-05 18:05:49,0,20185.0,25348.0,393.0,-8040.0,-4522.0,-64.0,1.0,1.0,13.0
ESPORTSTMNT04/1120525,Split Raiders,2020-02-05 18:05:49,1,28225.0,29870.0,457.0,8040.0,4522.0,64.0,13.0,16.0,1.0
ESPORTSTMNT01/1302827,GamersOrigin,2020-02-05 18:28:11,1,23805.0,28828.0,533.0,1466.0,648.0,2.0,1.0,0.0,0.0
ESPORTSTMNT01/1302827,Team MCES,2020-02-05 18:28:11,0,22339.0,28180.0,531.0,-1466.0,-648.0,-2.0,0.0,0.0,1.0
ESPORTSTMNT01/1302830,Demise,2020-02-05 18:37:55,0,21895.0,27350.0,477.0,-958.0,-702.0,1.0,1.0,0.0,3.0
ESPORTSTMNT01/1302830,Fnatic Rising,2020-02-05 18:37:55,1,22853.0,28052.0,476.0,958.0,702.0,-1.0,3.0,4.0,1.0
ESPORTSTMNT01/1302833,K1CK,2020-02-05 18:40:26,0,25054.0,29020.0,493.0,3389.0,2258.0,3.0,6.0,10.0,0.0
ESPORTSTMNT01/1302833,devils.one,2020-02-05 18:40:26,1,21665.0,26762.0,490.0,-3389.0,-2258.0,-3.0,0.0,0.0,6.0
ESPORTSTMNT01/1293108,MOBA ROG,2020-02-05 18:40:49,1,20655.0,25515.0,450.0,-2225.0,-3044.0,-56.0,0.0,0.0,1.0
ESPORTSTMNT01/1293108,Samsung Morning Stars,2020-02-05 18:40:49,0,22880.0,28559.0,506.0,2225.0,3044.0,56.0,1.0,3.0,0.0
ESPORTSTMNT04/1120528,Team Infamous,2020-02-05 18:48:31,1,23976.0,27875.0,478.0,1817.0,1872.0,50.0,4.0,9.0,4.0
ESPORTSTMNT04/1120528,Five Kings,2020-02-05 18:48:31,0,22159.0,26003.0,428.0,-1817.0,-1872.0,-50.0,4.0,7.0,4.0
ESPORTSTMNT04/1120529,Split Raiders,2020-02-05 18:54:15,1,23801.0,29578.0,453.0,-239.0,2019.0,42.0,7.0,8.0,6.0
ESPORTSTMNT04/1120529,Leviathans,2020-02-05 18:54:15,0,24040.0,27559.0,411.0,239.0,-2019.0,-42.0,6.0,13.0,8.0
ESPORTSTMNT04/1120531,PIGSPORTS,2020-02-05 19:25:56,0,24623.0,27597.0,452.0,-2099.0,-282.0,38.0,8.0,10.0,11.0
ESPORTSTMNT04/1120531,Kenty,2020-02-05 19:25:56,1,26722.0,27879.0,414.0,2099.0,282.0,-38.0,11.0,24.0,8.0
ESPORTSTMNT01/1302847,Barrage,2020-02-05 19:27:16,1,23899.0,28154.0,500.0,-321.0,-1364.0,9.0,3.0,2.0,3.0
ESPORTSTMNT01/1302847,NVision Esports,2020-02-05 19:27:16,0,24220.0,29518.0,491.0,321.0,1364.0,-9.0,3.0,6.0,3.0
ESPORTSTMNT01/1302855,Misfits Premier,2020-02-05 19:43:55,0,24050.0,27956.0,425.0,1283.0,3301.0,-21.0,7.0,17.0,2.0
ESPORTSTMNT01/1302855,LDLC OL,2020-02-05 19:43:55,1,22767.0,24655.0,446.0,-1283.0,-3301.0,21.0,2.0,6.0,7.0
ESPORTSTMNT01/1293142,Racoon,2020-02-05 19:56:06,0,22408.0,25956.0,409.0,341.0,-837.0,-61.0,3.0,7.0,1.0
ESPORTSTMNT01/1293142,Outplayed,2020-02-05 19:56:06,1,22067.0,26793.0,470.0,-341.0,837.0,61.0,1.0,1.0,3.0
ESPORTSTMNT04/1120535,Kenty,2020-02-05 20:15:52,1,23263.0,27536.0,479.0,1461.0,445.0,36.0,3.0,3.0,2.0
ESPORTSTMNT04/1120535,PIGSPORTS,2020-02-05 20:15:52,0,21802.0,27091.0,443.0,-1461.0,-445.0,-36.0,2.0,2.0,3.0
ESPORTSTMNT01/1302875,Enclave Gaming,2020-02-05 20:21:44,0,22360.0,27491.0,465.0,-3430.0,-811.0,16.0,1.0,1.0,7.0
ESPORTSTMNT01/1302875,Phelan Gaming,2020-02-05 20:21:44,1,25790.0,28302.0,449.0,3430.0,811.0,-16.0,7.0,17.0,1.0
ESPORTSTMNT01/1302881,IZI Dream,2020-02-05 20:45:19,0,23902.0,27221.0,468.0,-15.0,-2021.0,-42.0,6.0,10.0,2.0
ESPORTSTMNT01/1302881,Solary,2020-02-05 20:45:19,1,23917.0,29242.0,510.0,15.0,2021.0,42.0,2.0,1.0,6.0
ESPORTSTMNT01/1302906,GameWard,2020-02-05 21:34:56,0,26031.0,29460.0,506.0,-1410.0,-181.0,44.0,7.0,5.0,11.0
ESPORTSTMNT01/1302906,Vitality.Bee,2020-02-05 21:34:56,1,27441.0,29641.0,462.0,1410.0,181.0,-44.0,11.0,21.0,7.0
ESPORTSTMNT04/1130488,hyFresh Blade,2020-02-06 05:12:31,1,23407.0,29803.0,486.0,-1418.0,-478.0,-78.0,3.0,8.0,1.0
ESPORTSTMNT04/1130488,Seorabeol Gaming,2020-02-06 05:12:31,0,24825.0,30281.0,564.0,1418.0,478.0,78.0,1.0,2.0,3.0
ESPORTSTMNT04/1130489,Seorabeol Gaming,2020-02-06 06:32:31,1,23773.0,30868.0,572.0,711.0,410.0,19.0,0.0,0.0,0.0
ESPORTSTMNT04/1130489,hyFresh Blade,2020-02-06 06:32:31,0,23062.0,30458.0,553.0,-711.0,-410.0,-19.0,0.0,0.0,0.0
ESPORTSTMNT04/1130496,hyFresh Blade,2020-02-06 07:41:43,1,24183.0,29899.0,539.0,2020.0,1756.0,21.0,3.0,6.0,0.0
ESPORTSTMNT04/1130496,Seorabeol Gaming,2020-02-06 07:41:43,0,22163.0,28143.0,518.0,-2020.0,-1756.0,-21.0,0.0,0.0,3.0
ESPORTSTMNT01/1293312,SANDBOX Gaming,2020-02-06 07:48:27,1,28257.0,31097.0,505.0,5639.0,3340.0,23.0,9.0,15.0,2.0
ESPORTSTMNT01/1293312,SeolHaeOne Prince,2020-02-06 07:48:27,0,22618.0,27757.0,482.0,-5639.0,-3340.0,-23.0,2.0,2.0,9.0
ESPORTSTMNT04/1120557,OZ Gaming,2020-02-06 08:34:59,0,23417.0,29056.0,508.0,-553.0,-524.0,3.0,3.0,5.0,2.0
ESPORTSTMNT04/1120557,Team Dynamics,2020-02-06 08:34:59,1,23970.0,29580.0,505.0,553.0,524.0,-3.0,2.0,3.0,3.0
ESPORTSTMNT01/1293319,SeolHaeOne Prince,2020-02-06 08:42:19,0,22410.0,26933.0,486.0,-5367.0,-3415.0,-37.0,1.0,1.0,8.0
ESPORTSTMNT01/1293319,SANDBOX Gaming,2020-02-06 08:42:19,1,27777.0,30348.0,523.0,5367.0,3415.0,37.0,8.0,12.0,1.0
ESPORTSTMNT04/1130515,Team Dynamics,2020-02-06 09:56:11,1,24382.0,28359.0,477.0,3433.0,2277.0,22.0,4.0,10.0,0.0
ESPORTSTMNT04/1130515,OZ Gaming,2020-02-06 09:56:11,0,20949.0,26082.0,455.0,-3433.0,-2277.0,-22.0,0.0,0.0,4.0
ESPORTSTMNT01/1293370,Griffin,2020-02-06 10:47:18,0,21524.0,27585.0,491.0,-1514.0,-542.0,7.0,0.0,0.0,3.0
ESPORTSTMNT01/1293370,Afreeca Freecs,2020-02-06 10:47:18,1,23038.0,28127.0,484.0,1514.0,542.0,-7.0,3.0,8.0,0.0
ESPORTSTMNT01/1293393,Afreeca Freecs,2020-02-06 12:03:48,1,24876.0,29746.0,544.0,2527.0,1877.0,49.0,4.0,7.0,2.0
ESPORTSTMNT01/1293393,Griffin,2020-02-06 12:03:48,0,22349.0,27869.0,495.0,-2527.0,-1877.0,-49.0,2.0,4.0,4.0
ESPORTSTMNT04/1130518,Royal Youth Academy,2020-02-06 13:46:29,1,23147.0,27278.0,475.0,604.0,297.0,3.0,3.0,5.0,2.0
ESPORTSTMNT04/1130518,Team AURORA Academy,2020-02-06 13:46:29,0,22543.0,26981.0,472.0,-604.0,-297.0,-3.0,2.0,4.0,3.0
ESPORTSTMNT04/1120578,Beşiktaş Academy,2020-02-06 14:39:46,1,20864.0,23890.0,426.0,-1826.0,-1491.0,-26.0,1.0,2.0,4.0
ESPORTSTMNT04/1120578,SuperMassive Academy,2020-02-06 14:39:46,0,22690.0,25381.0,452.0,1826.0,1491.0,26.0,4.0,5.0,1.0
ESPORTSTMNT04/1120583,Dark Passage Academy,2020-02-06 15:43:42,1,25409.0,29159.0,529.0,1952.0,1142.0,35.0,2.0,3.0,2.0
ESPORTSTMNT04/1120583,Galakticos Academy,2020-02-06 15:43:42,0,23457.0,28017.0,494.0,-1952.0,-1142.0,-35.0,2.0,2.0,2.0
ESPORTSTMNT01/1303212,EURONICS Gaming,2020-02-06 16:25:46,1,23609.0,27788.0,484.0,-84.0,-1637.0,-31.0,3.0,7.0,3.0
ESPORTSTMNT01/1303212,Berlin International Gaming,2020-02-06 16:25:46,0,23693.0,29425.0,515.0,84.0,1637.0,31.0,3.0,4.0,3.0
ESPORTSTMNT04/1120585,İstanbul Wildcats Academy,2020-02-06 16:29:32,1,22881.0,27676.0,484.0,-412.0,255.0,30.0,4.0,7.0,3.0
ESPORTSTMNT04/1120585,5 Ronin Academy,2020-02-06 16:29:32,0,23293.0,27421.0,454.0,412.0,-255.0,-30.0,3.0,4.0,4.0
ESPORTSTMNT01/1293475,QLASH Forge,2020-02-06 16:35:35,1,25495.0,29731.0,464.0,958.0,1899.0,-3.0,10.0,20.0,4.0
ESPORTSTMNT01/1293475,MOBA ROG,2020-02-06 16:35:35,0,24537.0,27832.0,467.0,-958.0,-1899.0,3.0,4.0,8.0,10.0
ESPORTSTMNT01/1303218,x6tence,2020-02-06 16:45:21,0,23691.0,27970.0,455.0,-2903.0,-2375.0,-43.0,6.0,13.0,7.0
ESPORTSTMNT01/1303218,G2 Arctic,2020-02-06 16:45:21,1,26594.0,30345.0,498.0,2903.0,2375.0,43.0,7.0,11.0,6.0
ESPORTSTMNT01/1303231,ŠAIM SE SuppUp,2020-02-06 17:37:53,1,26643.0,29214.0,529.0,5876.0,3189.0,145.0,6.0,11.0,3.0
ESPORTSTMNT01/1303231,WiLD MultiGaming,2020-02-06 17:37:53,0,20767.0,26025.0,384.0,-5876.0,-3189.0,-145.0,3.0,3.0,6.0
ESPORTSTMNT01/1293498,Cyberground Gaming,2020-02-06 17:39:34,0,23184.0,26487.0,431.0,-1575.0,-2222.0,-67.0,4.0,7.0,6.0
ESPORTSTMNT01/1293498,Outplayed,2020-02-06 17:39:34,1,24759.0,28709.0,498.0,1575.0,2222.0,67.0,6.0,15.0,4.0
ESPORTSTMNT01/1303235,mYinsanity,2020-02-06 17:42:03,0,23880.0,27014.0,502.0,-393.0,-1033.0,39.0,3.0,4.0,7.0
ESPORTSTMNT01/1303235,OP innogy eSport,2020-02-06 17:42:03,1,24273.0,28047.0,463.0,393.0,1033.0,-39.0,7.0,20.0,3.0
ESPORTSTMNT01/1303239,UCAM Esports Club,2020-02-06 17:46:42,1,22511.0,27411.0,498.0,-237.0,1175.0,31.0,0.0,0.0,1.0
ESPORTSTMNT01/1303239,eMonkeyz,2020-02-06 17:46:42,0,22748.0,26236.0,467.0,237.0,-1175.0,-31.0,1.0,2.0,0.0
ESPORTSTMNT01/1303255,ŠAIM SE,2020-02-06 18:37:10,1,24894.0,29838.0,538.0,815.0,1669.0,56.0,2.0,2.0,3.0
ESPORTSTMNT01/1303255,Upper Echelon,2020-02-06 18:37:10,0,24079.0,28169.0,482.0,-815.0,-1669.0,-56.0,3.0,4.0,2.0
ESPORTSTMNT01/1293529,Campus Party Sparks,2020-02-06 18:39:50,1,23388.0,30214.0,511.0,600.0,943.0,14.0,2.0,2.0,2.0
ESPORTSTMNT01/1293529,Racoon,2020-02-06 18:39:50,0,22788.0,29271.0,497.0,-600.0,-943.0,-14.0,2.0,4.0,2.0
ESPORTSTMNT01/1303256,Team Queso,2020-02-06 18:46:58,1,21831.0,25173.0,438.0,78.0,770.0,18.0,4.0,11.0,3.0
ESPORTSTMNT01/1303256,BCN Squad,2020-02-06 18:46:58,0,21753.0,24403.0,420.0,-78.0,-770.0,-18.0,3.0,10.0,4.0
ESPORTSTMNT01/1303257,FC Schalke 04 Evolution,2020-02-06 18:48:43,1,23525.0,27375.0,472.0,-1296.0,-1789.0,-6.0,4.0,11.0,7.0
ESPORTSTMNT01/1303257,SK Gaming Prime,2020-02-06 18:48:43,0,24821.0,29164.0,478.0,1296.0,1789.0,6.0,7.0,14.0,4.0
ESPORTSTMNT01/1303277,Elementaries Esport Club,2020-02-06 19:39:21,1,25142.0,28731.0,491.0,2980.0,1889.0,56.0,5.0,5.0,2.0
ESPORTSTMNT01/1303277,Level Up esports,2020-02-06 19:39:21,0,22162.0,26842.0,435.0,-2980.0,-1889.0,-56.0,2.0,3.0,5.0
ESPORTSTMNT01/1293547,Samsung Morning Stars,2020-02-06 19:40:08,0,21914.0,27669.0,445.0,-2492.0,-379.0,-29.0,4.0,10.0,5.0
ESPORTSTMNT01/1293547,YDN Esports,2020-02-06 19:40:08,1,24406.0,28048.0,474.0,2492.0,379.0,29.0,5.0,5.0,4.0
ESPORTSTMNT01/1303288,Movistar Riders,2020-02-06 19:52:53,1,25640.0,28965.0,534.0,3602.0,660.0,24.0,3.0,6.0,0.0
ESPORTSTMNT01/1303288,S2V Esports,2020-02-06 19:52:53,0,22038.0,28305.0,510.0,-3602.0,-660.0,-24.0,0.0,0.0,3.0
ESPORTSTMNT01/1303295,Unicorns Of Love Sexy Edition,2020-02-06 20:04:56,1,23599.0,29031.0,460.0,-467.0,-779.0,-41.0,5.0,9.0,3.0
ESPORTSTMNT01/1303295,GamerLegion,2020-02-06 20:04:56,0,24066.0,29810.0,501.0,467.0,779.0,41.0,3.0,4.0,5.0
ESPORTSTMNT01/1303302,WarKidZ E-Sports,2020-02-06 20:37:15,0,22878.0,28646.0,529.0,-991.0,-1817.0,-42.0,1.0,0.0,1.0
ESPORTSTMNT01/1303302,Crvena zvezda Esports,2020-02-06 20:37:15,1,23869.0,30463.0,571.0,991.0,1817.0,42.0,1.0,1.0,1.0
ESPORTSTMNT01/1293578,Undead Gaming,2020-02-06 20:48:25,1,23716.0,28888.0,531.0,1946.0,371.0,42.0,2.0,2.0,0.0
ESPORTSTMNT01/1293578,Furious Gaming Argentina,2020-02-06 20:48:25,0,21770.0,28517.0,489.0,-1946.0,-371.0,-42.0,0.0,0.0,2.0
ESPORTSTMNT01/1303327,Vodafone Giants.Spain,2020-02-06 21:02:33,1,24633.0,28099.0,524.0,1849.0,-1276.0,13.0,0.0,0.0,1.0
ESPORTSTMNT01/1303327,MAD Lions Madrid,2020-02-06 21:02:33,0,22784.0,29375.0,511.0,-1849.0,1276.0,-13.0,1.0,2.0,0.0
ESPORTSTMNT01/1303328,mousesports,2020-02-06 21:03:31,0,23102.0,27307.0,496.0,-1202.0,-1617.0,-24.0,2.0,6.0,4.0
ESPORTSTMNT01/1303328,ad hoc gaming,2020-02-06 21:03:31,1,24304.0,28924.0,520.0,1202.0,1617.0,24.0,4.0,11.0,2.0
ESPORTSTMNT01/1303351,Coliseo Dragons,2020-02-06 22:04:49,0,25682.0,28469.0,456.0,2735.0,1253.0,-32.0,6.0,8.0,2.0
ESPORTSTMNT01/1303351,Malvinas Gaming,2020-02-06 22:04:49,1,22947.0,27216.0,488.0,-2735.0,-1253.0,32.0,2.0,3.0,6.0
ESPORTSTMNT01/1293634,Sinisters,2020-02-06 23:03:41,0,22396.0,26371.0,448.0,-4025.0,-2808.0,-39.0,3.0,5.0,7.0
ESPORTSTMNT01/1293634,Nocturns Gaming,2020-02-06 23:03:41,1,26421.0,29179.0,487.0,4025.0,2808.0,39.0,7.0,14.0,3.0
ESPORTSTMNT01/1293654,9z Team,2020-02-07 00:03:07,1,23821.0,28413.0,505.0,1298.0,564.0,-6.0,1.0,3.0,1.0
ESPORTSTMNT01/1293654,River Plate Esports,2020-02-07 00:03:07,0,22523.0,27849.0,511.0,-1298.0,-564.0,6.0,1.0,1.0,1.0
ESPORTSTMNT01/1293765,Element Mystic,2020-02-07 04:38:25,0,21766.0,25937.0,445.0,-4051.0,-3800.0,-45.0,2.0,6.0,6.0
ESPORTSTMNT01/1293765,Jin Air Green Wings,2020-02-07 04:38:25,1,25817.0,29737.0,490.0,4051.0,3800.0,45.0,6.0,15.0,2.0
ESPORTSTMNT01/1303478,Legacy Esports,2020-02-07 04:56:45,1,29994.0,31830.0,459.0,7686.0,5448.0,15.0,15.0,21.0,4.0
ESPORTSTMNT01/1303478,MAMMOTH,2020-02-07 04:56:45,0,22308.0,26382.0,444.0,-7686.0,-5448.0,-15.0,4.0,7.0,15.0
ESPORTSTMNT01/1303509,Gravitas,2020-02-07 05:42:21,0,23740.0,26476.0,423.0,-2415.0,-2324.0,-99.0,6.0,15.0,5.0
