gameid,team_name,match_date,result,gold_at10,xp_at10,cs_at10,gold_diff_at10,xp_diff_at10,cs_diff_at10,kills_at_10,assists_at10,deaths_at10
6910-9191,Oh My God,2021-01-09 13:19:00,0,16214.0,19177.0,346.0,323.0,178.0,-2.0,2.0,3.0,1.0
6910-9191,EDward Gaming,2021-01-09 13:19:00,1,15891.0,18999.0,348.0,-323.0,-178.0,2.0,1.0,1.0,2.0
NA1/3735059392,SolaFide Esports,2021-01-09 17:42:56,1,15837.0,18539.0,324.0,1746.0,824.0,21.0,2.0,2.0,0.0
NA1/3735059392,ANEW Rising,2021-01-09 17:42:56,0,14091.0,17715.0,303.0,-1746.0,-824.0,-21.0,0.0,0.0,2.0
NA1/3735089393,Super Sunshine Fruit Basket Warriors,2021-01-09 18:00:41,0,14800.0,16779.0,273.0,-3500.0,-1882.0,-18.0,3.0,3.0,10.0
NA1/3735089393,Mirage Sport Électronique,2021-01-09 18:00:41,1,18300.0,18661.0,291.0,3500.0,1882.0,18.0,10.0,14.0,3.0
NA1/3734939626,Cloud9 Amateur,2021-01-09 18:02:11,0,15682.0,18778.0,331.0,576.0,581.0,30.0,2.0,3.0,2.0
NA1/3734939626,Supernova,2021-01-09 18:02:11,1,15106.0,18197.0,301.0,-576.0,-581.0,-30.0,2.0,2.0,2.0
NA1/3737099763,ANEW Blaze,2021-01-09 18:04:33,1,17378.0,20061.0,349.0,3360.0,2635.0,76.0,4.0,7.0,1.0
NA1/3737099763,ConViction,2021-01-09 18:04:33,0,14018.0,17426.0,273.0,-3360.0,-2635.0,-76.0,1.0,1.0,4.0
NA1/3737119854,Supernova,2021-01-09 18:52:40,0,16008.0,18411.0,300.0,402.0,1150.0,5.0,4.0,8.0,2.0
NA1/3737119854,Cloud9 Amateur,2021-01-09 18:52:40,1,15606.0,17261.0,295.0,-402.0,-1150.0,-5.0,2.0,3.0,4.0
NA1/3735059696,ANEW Rising,2021-01-09 18:56:09,1,16274.0,18311.0,315.0,1366.0,80.0,-10.0,4.0,4.0,1.0
NA1/3735059696,SolaFide Esports,2021-01-09 18:56:09,0,14908.0,18231.0,325.0,-1366.0,-80.0,10.0,1.0,0.0,4.0
NA1/3735089630,Mirage Sport Électronique,2021-01-09 18:56:50,0,14510.0,17599.0,287.0,-1635.0,-1297.0,-27.0,2.0,1.0,3.0
NA1/3735089630,Super Sunshine Fruit Basket Warriors,2021-01-09 18:56:50,1,16145.0,18896.0,314.0,1635.0,1297.0,27.0,3.0,5.0,2.0
NA1/3737099991,ConViction,2021-01-09 19:00:23,1,16201.0,19878.0,340.0,109.0,2423.0,31.0,2.0,3.0,0.0
NA1/3737099991,ANEW Blaze,2021-01-09 19:00:23,0,16092.0,17455.0,309.0,-109.0,-2423.0,-31.0,0.0,0.0,2.0
NA1/3737120121,Cloud9 Amateur,2021-01-09 19:51:57,1,17168.0,18667.0,312.0,1185.0,755.0,14.0,6.0,8.0,4.0
NA1/3737120121,Supernova,2021-01-09 19:51:57,0,15983.0,17912.0,298.0,-1185.0,-755.0,-14.0,4.0,6.0,6.0
NA1/3737140122,Super Sunshine Fruit Basket Warriors,2021-01-09 19:54:19,0,15896.0,18757.0,317.0,-490.0,207.0,-6.0,3.0,8.0,4.0
NA1/3737140122,Mirage Sport Électronique,2021-01-09 19:54:19,1,16386.0,18550.0,323.0,490.0,-207.0,6.0,4.0,5.0,3.0
NA1/3737169983,SolaFide Esports,2021-01-09 19:56:59,1,15328.0,19630.0,363.0,58.0,1727.0,63.0,0.0,0.0,2.0
NA1/3737169983,ANEW Rising,2021-01-09 19:56:59,0,15270.0,17903.0,300.0,-58.0,-1727.0,-63.0,2.0,5.0,0.0
NA1/3737100387,ANEW Blaze,2021-01-09 20:05:56,1,16884.0,18955.0,318.0,2176.0,884.0,6.0,4.0,8.0,1.0
NA1/3737100387,ConViction,2021-01-09 20:05:56,0,14708.0,18071.0,312.0,-2176.0,-884.0,-6.0,1.0,1.0,4.0
NA1/3737170412,ANEW Blaze,2021-01-09 21:05:33,0,16973.0,18412.0,297.0,887.0,-522.0,-36.0,6.0,7.0,3.0
NA1/3737170412,SolaFide Esports,2021-01-09 21:05:33,1,16086.0,18934.0,333.0,-887.0,522.0,36.0,3.0,5.0,6.0
NA1/3737120636,Cloud9 Amateur,2021-01-09 21:17:47,0,14534.0,18269.0,298.0,-1520.0,-230.0,-15.0,1.0,2.0,4.0
NA1/3737120636,Mirage Sport Électronique,2021-01-09 21:17:47,1,16054.0,18499.0,313.0,1520.0,230.0,15.0,4.0,2.0,1.0
NA1/3737170792,SolaFide Esports,2021-01-09 22:10:31,1,16961.0,20486.0,376.0,2324.0,3048.0,73.0,3.0,0.0,2.0
NA1/3737170792,ANEW Blaze,2021-01-09 22:10:31,0,14637.0,17438.0,303.0,-2324.0,-3048.0,-73.0,2.0,2.0,3.0
NA1/3737121035,Mirage Sport Électronique,2021-01-09 22:25:04,0,14445.0,18131.0,292.0,-949.0,-636.0,-32.0,0.0,0.0,1.0
NA1/3737121035,Cloud9 Amateur,2021-01-09 22:25:04,1,15394.0,18767.0,324.0,949.0,636.0,32.0,1.0,2.0,0.0
NA1/3737121483,Cloud9 Amateur,2021-01-09 23:38:08,1,16670.0,20396.0,364.0,1748.0,1430.0,50.0,2.0,4.0,1.0
NA1/3737121483,Mirage Sport Électronique,2021-01-09 23:38:08,0,14922.0,18966.0,314.0,-1748.0,-1430.0,-50.0,1.0,1.0,2.0
NA1/3737122018,Cloud9 Amateur,2021-01-10 00:53:31,0,15342.0,17582.0,277.0,690.0,1055.0,-25.0,3.0,4.0,1.0
NA1/3737122018,SolaFide Esports,2021-01-10 00:53:31,1,14652.0,16527.0,302.0,-690.0,-1055.0,25.0,1.0,1.0,3.0
NA1/3737122543,SolaFide Esports,2021-01-10 01:54:11,1,15673.0,17680.0,313.0,-436.0,-107.0,10.0,3.0,6.0,3.0
NA1/3737122543,Cloud9 Amateur,2021-01-10 01:54:11,0,16109.0,17787.0,303.0,436.0,107.0,-10.0,3.0,5.0,3.0
NA1/3737122937,Cloud9 Amateur,2021-01-10 02:45:19,1,15777.0,17634.0,268.0,-58.0,-518.0,-44.0,5.0,5.0,2.0
NA1/3737122937,SolaFide Esports,2021-01-10 02:45:19,0,15835.0,18152.0,312.0,58.0,518.0,44.0,2.0,4.0,5.0
NA1/3737123325,SolaFide Esports,2021-01-10 03:31:37,1,16351.0,19279.0,340.0,1161.0,1673.0,56.0,3.0,5.0,1.0
NA1/3737123325,Cloud9 Amateur,2021-01-10 03:31:37,0,15190.0,17606.0,284.0,-1161.0,-1673.0,-56.0,1.0,1.0,3.0
6911-9185,Team WE,2021-01-10 09:15:00,1,14907.0,18445.0,349.0,-94.0,483.0,34.0,0.0,0.0,1.0
6911-9185,Rogue Warriors,2021-01-10 09:15:00,0,15001.0,17962.0,315.0,94.0,-483.0,-34.0,1.0,4.0,0.0
6911-9186,Rogue Warriors,2021-01-10 10:07:00,0,15936.0,16251.0,260.0,774.0,-1444.0,-53.0,5.0,10.0,2.0
6911-9186,Team WE,2021-01-10 10:07:00,1,15162.0,17695.0,313.0,-774.0,1444.0,53.0,2.0,5.0,5.0
6912-9187,Invictus Gaming,2021-01-10 11:09:00,1,17259.0,18577.0,315.0,1748.0,482.0,-10.0,6.0,10.0,2.0
6912-9187,JD Gaming,2021-01-10 11:09:00,0,15511.0,18095.0,325.0,-1748.0,-482.0,10.0,2.0,3.0,6.0
6912-9188,Invictus Gaming,2021-01-10 11:58:00,1,15990.0,17920.0,329.0,497.0,607.0,26.0,3.0,4.0,2.0
6912-9188,JD Gaming,2021-01-10 11:58:00,0,15493.0,17313.0,303.0,-497.0,-607.0,-26.0,2.0,4.0,3.0
6913-9192,eStar,2021-01-11 09:16:00,1,15212.0,18846.0,325.0,-652.0,-86.0,-20.0,1.0,2.0,1.0
6913-9192,Bilibili Gaming,2021-01-11 09:16:00,0,15864.0,18932.0,345.0,652.0,86.0,20.0,1.0,1.0,1.0
6913-9193,eStar,2021-01-11 10:17:00,0,14938.0,17624.0,323.0,-3082.0,-1879.0,-24.0,1.0,2.0,5.0
6913-9193,Bilibili Gaming,2021-01-11 10:17:00,1,18020.0,19503.0,347.0,3082.0,1879.0,24.0,5.0,6.0,1.0
6913-9194,eStar,2021-01-11 11:03:00,0,15713.0,18839.0,330.0,-618.0,29.0,-11.0,2.0,4.0,2.0
6913-9194,Bilibili Gaming,2021-01-11 11:03:00,1,16331.0,18810.0,341.0,618.0,-29.0,11.0,2.0,4.0,2.0
6914-9195,ThunderTalk Gaming,2021-01-11 12:06:00,0,14770.0,18323.0,337.0,-919.0,-854.0,-10.0,0.0,0.0,1.0
6914-9195,Royal Never Give Up,2021-01-11 12:06:00,1,15689.0,19177.0,347.0,919.0,854.0,10.0,1.0,1.0,0.0
,ThunderTalk Gaming,2021-01-11 12:53:00,0,16936.0,18912.0,343.0,2007.0,1649.0,40.0,1.0,1.0,2.0
,Royal Never Give Up,2021-01-11 12:53:00,1,14929.0,17263.0,303.0,-2007.0,-1649.0,-40.0,2.0,3.0,1.0
ESPORTSTMNT03/1670713,Rejects Gaming,2021-01-11 16:33:13,0,14298.0,17269.0,301.0,-695.0,114.0,-4.0,0.0,0.0,2.0
ESPORTSTMNT03/1670713,CowBoySquad Imperials Esports,2021-01-11 16:33:13,1,14993.0,17155.0,305.0,695.0,-114.0,4.0,2.0,4.0,0.0
ESPORTSTMNT02/1650084,KRC Genk Esports,2021-01-11 17:04:39,0,14809.0,16844.0,251.0,-1280.0,-456.0,-46.0,4.0,9.0,3.0
ESPORTSTMNT02/1650084,KV Mechelen Esports,2021-01-11 17:04:39,1,16089.0,17300.0,297.0,1280.0,456.0,46.0,3.0,4.0,4.0
ESPORTSTMNT03/1670723,Rejects Gaming,2021-01-11 17:39:34,0,15126.0,17348.0,303.0,31.0,-427.0,-11.0,2.0,3.0,1.0
ESPORTSTMNT03/1670723,CowBoySquad Imperials Esports,2021-01-11 17:39:34,1,15095.0,17775.0,314.0,-31.0,427.0,11.0,1.0,1.0,2.0
ESPORTSTMNT02/1650105,Team 7AM,2021-01-11 17:55:07,0,14948.0,18186.0,312.0,190.0,911.0,2.0,2.0,4.0,1.0
ESPORTSTMNT02/1650105,Ion Squad,2021-01-11 17:55:07,1,14758.0,17275.0,310.0,-190.0,-911.0,-2.0,1.0,3.0,2.0
ESPORTSTMNT03/1670731,CowBoySquad Imperials Esports,2021-01-11 18:40:38,1,16335.0,17672.0,290.0,-244.0,548.0,6.0,5.0,4.0,5.0
ESPORTSTMNT03/1670731,Rejects Gaming,2021-01-11 18:40:38,0,16579.0,17124.0,284.0,244.0,-548.0,-6.0,5.0,9.0,5.0
ESPORTSTMNT02/1650107,KV Mechelen Esports,2021-01-11 19:12:12,1,15475.0,18812.0,328.0,-95.0,170.0,2.0,2.0,2.0,2.0
ESPORTSTMNT02/1650107,Sector One,2021-01-11 19:12:12,0,15570.0,18642.0,326.0,95.0,-170.0,-2.0,2.0,2.0,2.0
ESPORTSTMNT02/1650114,Ion Squad,2021-01-11 21:05:47,1,14808.0,18882.0,331.0,160.0,26.0,1.0,0.0,0.0,0.0
ESPORTSTMNT02/1650114,4Elements Esports,2021-01-11 21:05:47,0,14648.0,18856.0,330.0,-160.0,-26.0,-1.0,0.0,0.0,0.0
NA1/3739583938,ANEW Rising,2021-01-12 00:28:22,1,14629.0,17049.0,273.0,-104.0,-145.0,-19.0,2.0,3.0,1.0
NA1/3739583938,Wichita Wolves,2021-01-12 00:28:22,0,14733.0,17194.0,292.0,104.0,145.0,19.0,1.0,1.0,2.0
NA1/3739154532,100 Thieves Next,2021-01-12 00:31:47,1,16913.0,18974.0,281.0,1528.0,2125.0,18.0,7.0,8.0,4.0
NA1/3739154532,Dawn Esports,2021-01-12 00:31:47,0,15385.0,16849.0,263.0,-1528.0,-2125.0,-18.0,4.0,6.0,7.0
NA1/3739424499,Illinois State University,2021-01-12 00:38:52,1,17500.0,19432.0,302.0,2149.0,2726.0,24.0,7.0,5.0,4.0
NA1/3739424499,Mirage Élite,2021-01-12 00:38:52,0,15351.0,16706.0,278.0,-2149.0,-2726.0,-24.0,4.0,5.0,7.0
NA1/3739274584,Wildcard Gaming,2021-01-12 00:45:09,1,18366.0,19685.0,332.0,3730.0,2215.0,58.0,7.0,9.0,2.0
NA1/3739274584,Peak Performance Y,2021-01-12 00:45:09,0,14636.0,17470.0,274.0,-3730.0,-2215.0,-58.0,2.0,1.0,7.0
NA1/3739474172,Peak Performance X,2021-01-12 00:46:02,0,16024.0,17765.0,284.0,-2269.0,-1870.0,-54.0,3.0,6.0,7.0
NA1/3739474172,ANEW Blaze,2021-01-12 00:46:02,1,18293.0,19635.0,338.0,2269.0,1870.0,54.0,7.0,13.0,3.0
NA1/3739454304,Revival,2021-01-12 00:48:34,1,16393.0,19126.0,329.0,1156.0,677.0,40.0,3.0,3.0,2.0
NA1/3739454304,Team Clarity,2021-01-12 00:48:34,0,15237.0,18449.0,289.0,-1156.0,-677.0,-40.0,2.0,3.0,3.0
NA1/3739504187,Winthrop University,2021-01-12 00:50:21,1,15983.0,18736.0,318.0,1323.0,112.0,12.0,2.0,4.0,1.0
NA1/3739504187,ReDefy Esports,2021-01-12 00:50:21,0,14660.0,18624.0,306.0,-1323.0,-112.0,-12.0,1.0,2.0,2.0
NA1/3739274626,Striking Vipers,2021-01-12 00:51:45,0,13439.0,17589.0,254.0,-2436.0,-1337.0,-67.0,0.0,0.0,2.0
NA1/3739274626,Evil Geniuses Prodigies,2021-01-12 00:51:45,1,15875.0,18926.0,321.0,2436.0,1337.0,67.0,2.0,1.0,0.0
NA1/3739414489,BLACKLIST,2021-01-12 00:53:22,0,15866.0,16855.0,254.0,-703.0,-848.0,-26.0,5.0,8.0,5.0
NA1/3739414489,Sign Us Please,2021-01-12 00:53:22,1,16569.0,17703.0,280.0,703.0,848.0,26.0,5.0,11.0,5.0
NA1/3739085266,FrostFire,2021-01-12 00:53:36,0,15265.0,17029.0,297.0,-2808.0,-2369.0,-28.0,3.0,6.0,7.0
NA1/3739085266,Super Sunshine Fruit Basket Warriors,2021-01-12 00:53:36,1,18073.0,19398.0,325.0,2808.0,2369.0,28.0,7.0,14.0,3.0
NA1/3739085268,Not Academy Team,2021-01-12 00:53:53,1,18367.0,19670.0,344.0,3121.0,2242.0,71.0,7.0,11.0,4.0
NA1/3739085268,Wildcard Gaming Developmental,2021-01-12 00:53:53,0,15246.0,17428.0,273.0,-3121.0,-2242.0,-71.0,4.0,7.0,7.0
NA1/3739125348,ConViction,2021-01-12 00:54:08,0,15465.0,17900.0,309.0,-583.0,-661.0,-2.0,3.0,5.0,4.0
NA1/3739125348,Supernova,2021-01-12 00:54:08,1,16048.0,18561.0,311.0,583.0,661.0,2.0,4.0,5.0,3.0
NA1/3739254924,Barrage.NA,2021-01-12 00:56:12,1,14848.0,18410.0,333.0,311.0,-332.0,19.0,0.0,0.0,0.0
NA1/3739254924,Crystal Cave Gaming Emerald,2021-01-12 00:56:12,0,14537.0,18742.0,314.0,-311.0,332.0,-19.0,0.0,0.0,0.0
NA1/3739304793,unknown team,2021-01-12 00:57:52,1,15560.0,18271.0,298.0,41.0,-310.0,-43.0,3.0,7.0,0.0
NA1/3739304793,Cloud9 Amateur,2021-01-12 00:57:52,0,15519.0,18581.0,341.0,-41.0,310.0,43.0,0.0,0.0,3.0
NA1/3739294661,ANEW Esports,2021-01-12 01:00:10,1,14287.0,18086.0,320.0,-1161.0,-358.0,20.0,0.0,0.0,3.0
NA1/3739294661,Chilly Mountain Wolves,2021-01-12 01:00:10,0,15448.0,18444.0,300.0,1161.0,358.0,-20.0,3.0,2.0,0.0
NA1/3739154751,Bay State College,2021-01-12 01:01:57,0,14413.0,16376.0,279.0,-2198.0,-2352.0,-45.0,2.0,3.0,4.0
NA1/3739154751,Mirage Sport Électronique,2021-01-12 01:01:57,1,16611.0,18728.0,324.0,2198.0,2352.0,45.0,4.0,5.0,2.0
NA1/3739274927,Evil Geniuses Prodigies,2021-01-12 01:33:47,1,15942.0,19515.0,338.0,1819.0,1935.0,61.0,3.0,2.0,1.0
NA1/3739274927,Striking Vipers,2021-01-12 01:33:47,0,14123.0,17580.0,277.0,-1819.0,-1935.0,-61.0,1.0,1.0,3.0
NA1/3739394453,ReDefy Esports,2021-01-12 01:36:41,0,14505.0,15623.0,226.0,-452.0,-1206.0,-45.0,3.0,4.0,3.0
NA1/3739394453,Winthrop University,2021-01-12 01:36:41,1,14957.0,16829.0,271.0,452.0,1206.0,45.0,3.0,4.0,3.0
NA1/3739394472,Not Academy Team,2021-01-12 01:38:42,1,20228.0,19773.0,324.0,6834.0,3866.0,55.0,12.0,22.0,0.0
NA1/3739394472,Wildcard Gaming Developmental,2021-01-12 01:38:42,0,13394.0,15907.0,269.0,-6834.0,-3866.0,-55.0,0.0,0.0,12.0
NA1/3739185150,ANEW Blaze,2021-01-12 01:39:10,1,17832.0,18794.0,320.0,502.0,382.0,45.0,7.0,14.0,8.0
NA1/3739185150,Peak Performance X,2021-01-12 01:39:10,0,17330.0,18412.0,275.0,-502.0,-382.0,-45.0,8.0,10.0,7.0
NA1/3739464588,Dawn Esports,2021-01-12 01:39:44,1,16184.0,17821.0,291.0,59.0,-699.0,-6.0,5.0,6.0,4.0
NA1/3739464588,100 Thieves Next,2021-01-12 01:39:44,0,16125.0,18520.0,297.0,-59.0,699.0,6.0,4.0,5.0,5.0
NA1/3739125682,BLACKLIST,2021-01-12 01:40:23,0,13757.0,14489.0,230.0,-1827.0,-2582.0,-45.0,2.0,3.0,3.0
NA1/3739125682,Sign Us Please,2021-01-12 01:40:23,1,15584.0,17071.0,275.0,1827.0,2582.0,45.0,3.0,6.0,2.0
NA1/3739274973,Peak Performance Y,2021-01-12 01:41:01,0,13497.0,15351.0,229.0,-3450.0,-2519.0,-39.0,2.0,3.0,7.0
NA1/3739274973,Wildcard Gaming,2021-01-12 01:41:01,1,16947.0,17870.0,268.0,3450.0,2519.0,39.0,7.0,6.0,2.0
NA1/3739245218,Crystal Cave Gaming Emerald,2021-01-12 01:44:09,0,16177.0,16714.0,275.0,-143.0,101.0,17.0,4.0,6.0,7.0
NA1/3739245218,Barrage.NA,2021-01-12 01:44:09,1,16320.0,16613.0,258.0,143.0,-101.0,-17.0,6.0,7.0,4.0
NA1/3739085622,Super Sunshine Fruit Basket Warriors,2021-01-12 01:45:31,1,15887.0,19659.0,337.0,362.0,916.0,-1.0,2.0,2.0,2.0
NA1/3739085622,FrostFire,2021-01-12 01:45:31,0,15525.0,18743.0,338.0,-362.0,-916.0,1.0,2.0,4.0,2.0
NA1/3739484923,Team Clarity,2021-01-12 01:50:49,0,16254.0,17760.0,265.0,-667.0,-1357.0,-26.0,6.0,7.0,6.0
NA1/3739484923,Revival,2021-01-12 01:50:49,1,16921.0,19117.0,291.0,667.0,1357.0,26.0,6.0,8.0,6.0
NA1/3739425010,Mirage Élite,2021-01-12 01:51:35,1,15510.0,18260.0,298.0,-552.0,54.0,-8.0,3.0,3.0,3.0
NA1/3739425010,Illinois State University,2021-01-12 01:51:35,0,16062.0,18206.0,306.0,552.0,-54.0,8.0,3.0,7.0,3.0
NA1/3739085685,Cloud9 Amateur,2021-01-12 01:52:51,0,17456.0,17067.0,300.0,1096.0,-551.0,7.0,4.0,7.0,5.0
NA1/3739085685,unknown team,2021-01-12 01:52:51,1,16360.0,17618.0,293.0,-1096.0,551.0,-7.0,5.0,9.0,4.0
NA1/3739245295,Mirage Sport Électronique,2021-01-12 01:56:38,1,16244.0,18581.0,323.0,1097.0,502.0,31.0,4.0,4.0,3.0
NA1/3739245295,Bay State College,2021-01-12 01:56:38,0,15147.0,18079.0,292.0,-1097.0,-502.0,-31.0,3.0,4.0,4.0
NA1/3739444750,Chilly Mountain Wolves,2021-01-12 01:58:36,0,14232.0,18286.0,286.0,-1890.0,-1096.0,-64.0,1.0,2.0,1.0
NA1/3739444750,ANEW Esports,2021-01-12 01:58:36,1,16122.0,19382.0,350.0,1890.0,1096.0,64.0,1.0,0.0,1.0
NA1/3739185374,Wichita Wolves,2021-01-12 02:06:25,0,13775.0,17288.0,272.0,-1947.0,-816.0,-49.0,1.0,3.0,2.0
NA1/3739185374,ANEW Rising,2021-01-12 02:06:25,1,15722.0,18104.0,321.0,1947.0,816.0,49.0,2.0,2.0,1.0
NA1/3739464872,Supernova,2021-01-12 02:14:27,1,16344.0,18719.0,323.0,2713.0,1908.0,34.0,3.0,5.0,0.0
NA1/3739464872,ConViction,2021-01-12 02:14:27,0,13631.0,16811.0,289.0,-2713.0,-1908.0,-34.0,0.0,0.0,3.0
NA1/3739425354,100 Thieves Next,2021-01-12 02:39:50,1,18281.0,19778.0,310.0,4347.0,3001.0,52.0,9.0,11.0,1.0
NA1/3739425354,Dawn Esports,2021-01-12 02:39:50,0,13934.0,16777.0,258.0,-4347.0,-3001.0,-52.0,1.0,1.0,9.0
NA1/3739425471,Illinois State University,2021-01-12 02:54:31,1,16790.0,16830.0,288.0,2118.0,290.0,12.0,5.0,12.0,3.0
NA1/3739425471,Mirage Élite,2021-01-12 02:54:31,0,14672.0,16540.0,276.0,-2118.0,-290.0,-12.0,3.0,4.0,5.0
6915-9197,FunPlus Phoenix,2021-01-12 09:16:00,1,16232.0,20036.0,373.0,-203.0,317.0,18.0,1.0,1.0,2.0
6915-9197,Oh My God,2021-01-12 09:16:00,0,16435.0,19719.0,355.0,203.0,-317.0,-18.0,2.0,7.0,1.0
6915-9198,FunPlus Phoenix,2021-01-12 10:00:00,1,16287.0,18306.0,334.0,1454.0,620.0,26.0,2.0,4.0,1.0
6915-9198,Oh My God,2021-01-12 10:00:00,0,14833.0,17686.0,308.0,-1454.0,-620.0,-26.0,1.0,1.0,2.0
6916-9199,Rogue Warriors,2021-01-12 11:02:00,0,15865.0,18030.0,338.0,-394.0,-356.0,-1.0,1.0,3.0,2.0
6916-9199,Top Esports,2021-01-12 11:02:00,1,16259.0,18386.0,339.0,394.0,356.0,1.0,2.0,6.0,1.0
6916-9200,Rogue Warriors,2021-01-12 11:49:00,1,16754.0,18044.0,319.0,-872.0,-378.0,-35.0,2.0,4.0,3.0
6916-9200,Top Esports,2021-01-12 11:49:00,0,17626.0,18422.0,354.0,872.0,378.0,35.0,3.0,8.0,2.0
6916-9201,Rogue Warriors,2021-01-12 12:53:00,1,15992.0,18483.0,328.0,1208.0,269.0,-13.0,2.0,2.0,0.0
6916-9201,Top Esports,2021-01-12 12:53:00,0,14784.0,18214.0,341.0,-1208.0,-269.0,13.0,0.0,0.0,2.0
ESPORTSTMNT03/1681044,Zerolag Esports,2021-01-12 16:26:57,1,15027.0,19288.0,342.0,549.0,376.0,33.0,0.0,0.0,0.0
ESPORTSTMNT03/1681044,The Spawn Esports,2021-01-12 16:26:57,0,14478.0,18912.0,309.0,-549.0,-376.0,-33.0,0.0,0.0,0.0
ESPORTSTMNT02/1640112,mCon esports Rotterdam,2021-01-12 16:58:27,0,15058.0,17657.0,325.0,236.0,-18.0,24.0,1.0,1.0,1.0
ESPORTSTMNT02/1640112,Dynasty,2021-01-12 16:58:27,1,14822.0,17675.0,301.0,-236.0,18.0,-24.0,1.0,1.0,1.0
ESPORTSTMNT03/1681063,Zerolag Esports,2021-01-12 17:36:42,1,16686.0,18987.0,337.0,2227.0,-166.0,10.0,3.0,5.0,0.0
ESPORTSTMNT03/1681063,The Spawn Esports,2021-01-12 17:36:42,0,14459.0,19153.0,327.0,-2227.0,166.0,-10.0,0.0,0.0,3.0
ESPORTSTMNT03/1670986,Zerolag Esports,2021-01-12 17:53:00,1,15406.0,17712.0,284.0,-503.0,-391.0,21.0,2.0,1.0,6.0
ESPORTSTMNT03/1670986,The Spawn Esports,2021-01-12 17:53:00,0,15909.0,18103.0,263.0,503.0,391.0,-21.0,6.0,7.0,2.0
ESPORTSTMNT02/1640127,PSV Esports,2021-01-12 18:03:21,1,15413.0,18958.0,336.0,245.0,-626.0,8.0,1.0,2.0,1.0
ESPORTSTMNT02/1640127,Team Echo Zulu,2021-01-12 18:03:21,0,15168.0,19584.0,328.0,-245.0,626.0,-8.0,1.0,1.0,1.0
ESPORTSTMNT02/1640143,Dynasty,2021-01-12 19:10:19,1,15885.0,18870.0,304.0,-1268.0,-931.0,-6.0,4.0,9.0,6.0
ESPORTSTMNT02/1640143,Team THRLL,2021-01-12 19:10:19,0,17153.0,19801.0,310.0,1268.0,931.0,6.0,6.0,13.0,4.0
ESPORTSTMNT02/1640154,Team Echo Zulu,2021-01-12 20:26:04,1,15497.0,18477.0,312.0,517.0,704.0,-11.0,2.0,5.0,0.0
ESPORTSTMNT02/1640154,LowLandLions,2021-01-12 20:26:04,0,14980.0,17773.0,323.0,-517.0,-704.0,11.0,0.0,0.0,2.0
NA1/3741211550,FrostFire,2021-01-13 00:30:52,0,16303.0,18190.0,290.0,223.0,-166.0,-37.0,4.0,4.0,3.0
NA1/3741211550,Bay State College,2021-01-13 00:30:52,1,16080.0,18356.0,327.0,-223.0,166.0,37.0,3.0,4.0,4.0
NA1/3741221590,100 Thieves Next,2021-01-13 00:32:44,0,15841.0,17861.0,298.0,712.0,-467.0,11.0,4.0,4.0,3.0
NA1/3741221590,Revival,2021-01-13 00:32:44,1,15129.0,18328.0,287.0,-712.0,467.0,-11.0,3.0,3.0,4.0
NA1/3741211613,Dawn Esports,2021-01-13 00:41:35,0,14422.0,17087.0,278.0,-1023.0,-2029.0,-23.0,1.0,1.0,2.0
