gameid,team_name,match_date,result,gold_at15,xp_at15,cs_at15,gold_diff_at15,xp_diff_at15,cs_diff_at15,kills_at_15,assists_at15,deaths_at15
6910-9191,Oh My God,2021-01-09 13:19:00,0,25531.0,30812.0,536.0,276.0,-165.0,-26.0,4.0,7.0,3.0
6910-9191,EDward Gaming,2021-01-09 13:19:00,1,25255.0,30977.0,562.0,-276.0,165.0,26.0,3.0,3.0,4.0
NA1/3735059392,SolaFide Esports,2021-01-09 17:42:56,1,25497.0,29112.0,517.0,3739.0,1118.0,53.0,3.0,5.0,2.0
NA1/3735059392,ANEW Rising,2021-01-09 17:42:56,0,21758.0,27994.0,464.0,-3739.0,-1118.0,-53.0,2.0,5.0,3.0
NA1/3735089393,Super Sunshine Fruit Basket Warriors,2021-01-09 18:00:41,0,23067.0,27360.0,433.0,-6390.0,-4569.0,-47.0,6.0,7.0,16.0
NA1/3735089393,Mirage Sport Électronique,2021-01-09 18:00:41,1,29457.0,31929.0,480.0,6390.0,4569.0,47.0,16.0,24.0,6.0
NA1/3734939626,Cloud9 Amateur,2021-01-09 18:02:11,0,24088.0,27486.0,482.0,-419.0,-1835.0,10.0,3.0,5.0,6.0
NA1/3734939626,Supernova,2021-01-09 18:02:11,1,24507.0,29321.0,472.0,419.0,1835.0,-10.0,6.0,11.0,3.0
NA1/3737099763,ANEW Blaze,2021-01-09 18:04:33,1,27500.0,32239.0,554.0,6004.0,4347.0,96.0,5.0,8.0,1.0
NA1/3737099763,ConViction,2021-01-09 18:04:33,0,21496.0,27892.0,458.0,-6004.0,-4347.0,-96.0,1.0,1.0,5.0
NA1/3737119854,Supernova,2021-01-09 18:52:40,0,24742.0,28045.0,456.0,180.0,403.0,9.0,7.0,12.0,6.0
NA1/3737119854,Cloud9 Amateur,2021-01-09 18:52:40,1,24562.0,27642.0,447.0,-180.0,-403.0,-9.0,6.0,13.0,7.0
NA1/3735059696,ANEW Rising,2021-01-09 18:56:09,1,24834.0,30136.0,526.0,1006.0,295.0,13.0,5.0,6.0,3.0
NA1/3735059696,SolaFide Esports,2021-01-09 18:56:09,0,23828.0,29841.0,513.0,-1006.0,-295.0,-13.0,3.0,2.0,5.0
NA1/3735089630,Mirage Sport Électronique,2021-01-09 18:56:50,0,23268.0,29607.0,493.0,-4266.0,-1049.0,-6.0,4.0,5.0,8.0
NA1/3735089630,Super Sunshine Fruit Basket Warriors,2021-01-09 18:56:50,1,27534.0,30656.0,499.0,4266.0,1049.0,6.0,8.0,9.0,4.0
NA1/3737099991,ConViction,2021-01-09 19:00:23,1,25581.0,31069.0,525.0,1457.0,3872.0,44.0,4.0,8.0,1.0
NA1/3737099991,ANEW Blaze,2021-01-09 19:00:23,0,24124.0,27197.0,481.0,-1457.0,-3872.0,-44.0,1.0,3.0,4.0
NA1/3737120121,Cloud9 Amateur,2021-01-09 19:51:57,1,25818.0,28977.0,482.0,1536.0,-591.0,3.0,8.0,10.0,7.0
NA1/3737120121,Supernova,2021-01-09 19:51:57,0,24282.0,29568.0,479.0,-1536.0,591.0,-3.0,7.0,8.0,8.0
NA1/3737140122,Super Sunshine Fruit Basket Warriors,2021-01-09 19:54:19,0,23282.0,28806.0,496.0,-4771.0,-4287.0,-24.0,3.0,8.0,11.0
NA1/3737140122,Mirage Sport Électronique,2021-01-09 19:54:19,1,28053.0,33093.0,520.0,4771.0,4287.0,24.0,11.0,9.0,3.0
NA1/3737169983,SolaFide Esports,2021-01-09 19:56:59,1,26023.0,31759.0,556.0,2277.0,2608.0,71.0,4.0,12.0,4.0
NA1/3737169983,ANEW Rising,2021-01-09 19:56:59,0,23746.0,29151.0,485.0,-2277.0,-2608.0,-71.0,4.0,9.0,4.0
NA1/3737100387,ANEW Blaze,2021-01-09 20:05:56,1,25757.0,30532.0,499.0,2227.0,793.0,7.0,6.0,10.0,4.0
NA1/3737100387,ConViction,2021-01-09 20:05:56,0,23530.0,29739.0,492.0,-2227.0,-793.0,-7.0,4.0,4.0,6.0
NA1/3737170412,ANEW Blaze,2021-01-09 21:05:33,0,25555.0,30331.0,516.0,766.0,-430.0,-20.0,6.0,7.0,5.0
NA1/3737170412,SolaFide Esports,2021-01-09 21:05:33,1,24789.0,30761.0,536.0,-766.0,430.0,20.0,5.0,6.0,6.0
NA1/3737120636,Cloud9 Amateur,2021-01-09 21:17:47,0,24028.0,30087.0,470.0,656.0,1353.0,-24.0,6.0,8.0,4.0
NA1/3737120636,Mirage Sport Électronique,2021-01-09 21:17:47,1,23372.0,28734.0,494.0,-656.0,-1353.0,24.0,4.0,2.0,6.0
NA1/3737170792,SolaFide Esports,2021-01-09 22:10:31,1,27817.0,33064.0,612.0,3852.0,3241.0,115.0,5.0,2.0,5.0
NA1/3737170792,ANEW Blaze,2021-01-09 22:10:31,0,23965.0,29823.0,497.0,-3852.0,-3241.0,-115.0,5.0,5.0,5.0
NA1/3737121035,Mirage Sport Électronique,2021-01-09 22:25:04,0,23124.0,30158.0,473.0,-693.0,416.0,-17.0,3.0,2.0,4.0
NA1/3737121035,Cloud9 Amateur,2021-01-09 22:25:04,1,23817.0,29742.0,490.0,693.0,-416.0,17.0,4.0,6.0,3.0
NA1/3737121483,Cloud9 Amateur,2021-01-09 23:38:08,1,25261.0,32006.0,571.0,2542.0,1195.0,54.0,3.0,6.0,1.0
NA1/3737121483,Mirage Sport Électronique,2021-01-09 23:38:08,0,22719.0,30811.0,517.0,-2542.0,-1195.0,-54.0,1.0,1.0,3.0
NA1/3737122018,Cloud9 Amateur,2021-01-10 00:53:31,0,26155.0,30980.0,489.0,3107.0,3780.0,-11.0,7.0,10.0,2.0
NA1/3737122018,SolaFide Esports,2021-01-10 00:53:31,1,23048.0,27200.0,500.0,-3107.0,-3780.0,11.0,2.0,2.0,7.0
NA1/3737122543,SolaFide Esports,2021-01-10 01:54:11,1,24641.0,29568.0,530.0,413.0,1119.0,42.0,4.0,7.0,4.0
NA1/3737122543,Cloud9 Amateur,2021-01-10 01:54:11,0,24228.0,28449.0,488.0,-413.0,-1119.0,-42.0,4.0,7.0,4.0
NA1/3737122937,Cloud9 Amateur,2021-01-10 02:45:19,1,27202.0,30066.0,429.0,2577.0,2305.0,-51.0,11.0,15.0,5.0
NA1/3737122937,SolaFide Esports,2021-01-10 02:45:19,0,24625.0,27761.0,480.0,-2577.0,-2305.0,51.0,5.0,9.0,11.0
NA1/3737123325,SolaFide Esports,2021-01-10 03:31:37,1,25984.0,30693.0,528.0,2685.0,2147.0,70.0,4.0,6.0,2.0
NA1/3737123325,Cloud9 Amateur,2021-01-10 03:31:37,0,23299.0,28546.0,458.0,-2685.0,-2147.0,-70.0,2.0,2.0,4.0
6911-9185,Team WE,2021-01-10 09:15:00,1,23473.0,28050.0,500.0,262.0,445.0,23.0,4.0,11.0,4.0
6911-9185,Rogue Warriors,2021-01-10 09:15:00,0,23211.0,27605.0,477.0,-262.0,-445.0,-23.0,4.0,15.0,4.0
6911-9186,Rogue Warriors,2021-01-10 10:07:00,0,26010.0,27822.0,458.0,863.0,-1135.0,-65.0,7.0,17.0,3.0
6911-9186,Team WE,2021-01-10 10:07:00,1,25147.0,28957.0,523.0,-863.0,1135.0,65.0,3.0,7.0,7.0
6912-9187,Invictus Gaming,2021-01-10 11:09:00,1,26180.0,29992.0,526.0,2191.0,13.0,-8.0,7.0,12.0,3.0
6912-9187,JD Gaming,2021-01-10 11:09:00,0,23989.0,29979.0,534.0,-2191.0,-13.0,8.0,3.0,4.0,7.0
6912-9188,Invictus Gaming,2021-01-10 11:58:00,1,25439.0,29225.0,508.0,-622.0,-540.0,13.0,6.0,9.0,4.0
6912-9188,JD Gaming,2021-01-10 11:58:00,0,26061.0,29765.0,495.0,622.0,540.0,-13.0,4.0,7.0,6.0
6913-9192,eStar,2021-01-11 09:16:00,1,25096.0,30650.0,533.0,327.0,-274.0,-33.0,2.0,3.0,1.0
6913-9192,Bilibili Gaming,2021-01-11 09:16:00,0,24769.0,30924.0,566.0,-327.0,274.0,33.0,1.0,1.0,2.0
6913-9193,eStar,2021-01-11 10:17:00,0,24046.0,29589.0,506.0,-5830.0,-1703.0,-38.0,4.0,7.0,8.0
6913-9193,Bilibili Gaming,2021-01-11 10:17:00,1,29876.0,31292.0,544.0,5830.0,1703.0,38.0,8.0,11.0,4.0
6913-9194,eStar,2021-01-11 11:03:00,0,24589.0,29118.0,508.0,-3933.0,-1345.0,-26.0,4.0,9.0,6.0
6913-9194,Bilibili Gaming,2021-01-11 11:03:00,1,28522.0,30463.0,534.0,3933.0,1345.0,26.0,6.0,8.0,4.0
6914-9195,ThunderTalk Gaming,2021-01-11 12:06:00,0,22711.0,28103.0,531.0,-2470.0,-3574.0,-36.0,0.0,0.0,3.0
6914-9195,Royal Never Give Up,2021-01-11 12:06:00,1,25181.0,31677.0,567.0,2470.0,3574.0,36.0,3.0,4.0,0.0
,ThunderTalk Gaming,2021-01-11 12:53:00,0,25304.0,29089.0,533.0,348.0,-969.0,46.0,2.0,2.0,8.0
,Royal Never Give Up,2021-01-11 12:53:00,1,24956.0,30058.0,487.0,-348.0,969.0,-46.0,8.0,17.0,2.0
ESPORTSTMNT03/1670713,Rejects Gaming,2021-01-11 16:33:13,0,23068.0,27779.0,448.0,490.0,1302.0,-21.0,4.0,7.0,3.0
ESPORTSTMNT03/1670713,CowBoySquad Imperials Esports,2021-01-11 16:33:13,1,22578.0,26477.0,469.0,-490.0,-1302.0,21.0,3.0,7.0,4.0
ESPORTSTMNT02/1650084,KRC Genk Esports,2021-01-11 17:04:39,0,23093.0,27624.0,429.0,-2008.0,-707.0,-58.0,5.0,11.0,5.0
ESPORTSTMNT02/1650084,KV Mechelen Esports,2021-01-11 17:04:39,1,25101.0,28331.0,487.0,2008.0,707.0,58.0,5.0,8.0,5.0
ESPORTSTMNT03/1670723,Rejects Gaming,2021-01-11 17:39:34,0,22436.0,26216.0,459.0,-2198.0,-1561.0,-23.0,3.0,6.0,3.0
ESPORTSTMNT03/1670723,CowBoySquad Imperials Esports,2021-01-11 17:39:34,1,24634.0,27777.0,482.0,2198.0,1561.0,23.0,3.0,4.0,3.0
ESPORTSTMNT02/1650105,Team 7AM,2021-01-11 17:55:07,0,23041.0,28850.0,492.0,-1707.0,280.0,-11.0,4.0,6.0,2.0
ESPORTSTMNT02/1650105,Ion Squad,2021-01-11 17:55:07,1,24748.0,28570.0,503.0,1707.0,-280.0,11.0,2.0,4.0,4.0
ESPORTSTMNT03/1670731,CowBoySquad Imperials Esports,2021-01-11 18:40:38,1,25063.0,27473.0,446.0,-843.0,-1421.0,-19.0,7.0,8.0,9.0
ESPORTSTMNT03/1670731,Rejects Gaming,2021-01-11 18:40:38,0,25906.0,28894.0,465.0,843.0,1421.0,19.0,9.0,15.0,7.0
ESPORTSTMNT02/1650107,KV Mechelen Esports,2021-01-11 19:12:12,1,24961.0,29763.0,497.0,-558.0,-248.0,-1.0,6.0,11.0,7.0
ESPORTSTMNT02/1650107,Sector One,2021-01-11 19:12:12,0,25519.0,30011.0,498.0,558.0,248.0,1.0,7.0,10.0,6.0
ESPORTSTMNT02/1650114,Ion Squad,2021-01-11 21:05:47,1,24526.0,29227.0,501.0,1196.0,256.0,8.0,2.0,4.0,3.0
ESPORTSTMNT02/1650114,4Elements Esports,2021-01-11 21:05:47,0,23330.0,28971.0,493.0,-1196.0,-256.0,-8.0,3.0,6.0,2.0
NA1/3739583938,ANEW Rising,2021-01-12 00:28:22,1,25504.0,28006.0,452.0,2714.0,1339.0,10.0,6.0,6.0,3.0
NA1/3739583938,Wichita Wolves,2021-01-12 00:28:22,0,22790.0,26667.0,442.0,-2714.0,-1339.0,-10.0,3.0,9.0,6.0
NA1/3739154532,100 Thieves Next,2021-01-12 00:31:47,1,26978.0,30568.0,469.0,2768.0,1484.0,9.0,9.0,9.0,6.0
NA1/3739154532,Dawn Esports,2021-01-12 00:31:47,0,24210.0,29084.0,460.0,-2768.0,-1484.0,-9.0,6.0,9.0,9.0
NA1/3739424499,Illinois State University,2021-01-12 00:38:52,1,29017.0,32271.0,508.0,6927.0,6736.0,68.0,11.0,9.0,4.0
NA1/3739424499,Mirage Élite,2021-01-12 00:38:52,0,22090.0,25535.0,440.0,-6927.0,-6736.0,-68.0,4.0,5.0,11.0
NA1/3739274584,Wildcard Gaming,2021-01-12 00:45:09,1,28677.0,30402.0,508.0,6017.0,3379.0,64.0,9.0,11.0,3.0
NA1/3739274584,Peak Performance Y,2021-01-12 00:45:09,0,22660.0,27023.0,444.0,-6017.0,-3379.0,-64.0,3.0,3.0,10.0
NA1/3739474172,Peak Performance X,2021-01-12 00:46:02,0,24189.0,27984.0,448.0,-4837.0,-4395.0,-107.0,5.0,11.0,10.0
NA1/3739474172,ANEW Blaze,2021-01-12 00:46:02,1,29026.0,32379.0,555.0,4837.0,4395.0,107.0,10.0,14.0,5.0
NA1/3739454304,Revival,2021-01-12 00:48:34,1,25165.0,28519.0,479.0,1819.0,-450.0,41.0,5.0,8.0,5.0
NA1/3739454304,Team Clarity,2021-01-12 00:48:34,0,23346.0,28969.0,438.0,-1819.0,450.0,-41.0,5.0,12.0,5.0
NA1/3739504187,Winthrop University,2021-01-12 00:50:21,1,29563.0,34224.0,546.0,8783.0,8185.0,113.0,10.0,12.0,1.0
NA1/3739504187,ReDefy Esports,2021-01-12 00:50:21,0,20780.0,26039.0,433.0,-8783.0,-8185.0,-113.0,1.0,2.0,10.0
NA1/3739274626,Striking Vipers,2021-01-12 00:51:45,0,22145.0,28632.0,405.0,-5293.0,-2676.0,-97.0,3.0,4.0,8.0
NA1/3739274626,Evil Geniuses Prodigies,2021-01-12 00:51:45,1,27438.0,31308.0,502.0,5293.0,2676.0,97.0,8.0,7.0,3.0
NA1/3739414489,BLACKLIST,2021-01-12 00:53:22,0,23250.0,27339.0,406.0,-2944.0,-1267.0,-56.0,6.0,9.0,5.0
NA1/3739414489,Sign Us Please,2021-01-12 00:53:22,1,26194.0,28606.0,462.0,2944.0,1267.0,56.0,5.0,11.0,6.0
NA1/3739085266,FrostFire,2021-01-12 00:53:36,0,24115.0,27993.0,459.0,-3501.0,-3142.0,-56.0,7.0,12.0,10.0
NA1/3739085266,Super Sunshine Fruit Basket Warriors,2021-01-12 00:53:36,1,27616.0,31135.0,515.0,3501.0,3142.0,56.0,10.0,19.0,7.0
NA1/3739085268,Not Academy Team,2021-01-12 00:53:53,1,29339.0,31989.0,545.0,7226.0,4893.0,110.0,10.0,13.0,4.0
NA1/3739085268,Wildcard Gaming Developmental,2021-01-12 00:53:53,0,22113.0,27096.0,435.0,-7226.0,-4893.0,-110.0,4.0,7.0,10.0
NA1/3739125348,ConViction,2021-01-12 00:54:08,0,25327.0,30230.0,494.0,413.0,250.0,-3.0,7.0,10.0,6.0
NA1/3739125348,Supernova,2021-01-12 00:54:08,1,24914.0,29980.0,497.0,-413.0,-250.0,3.0,5.0,6.0,7.0
NA1/3739254924,Barrage.NA,2021-01-12 00:56:12,1,24589.0,29570.0,534.0,3200.0,1196.0,53.0,1.0,3.0,0.0
NA1/3739254924,Crystal Cave Gaming Emerald,2021-01-12 00:56:12,0,21389.0,28374.0,481.0,-3200.0,-1196.0,-53.0,0.0,0.0,1.0
NA1/3739304793,unknown team,2021-01-12 00:57:52,1,25413.0,31331.0,505.0,1223.0,1881.0,-23.0,7.0,15.0,1.0
NA1/3739304793,Cloud9 Amateur,2021-01-12 00:57:52,0,24190.0,29450.0,528.0,-1223.0,-1881.0,23.0,1.0,1.0,7.0
NA1/3739294661,ANEW Esports,2021-01-12 01:00:10,1,25749.0,31498.0,519.0,874.0,-380.0,26.0,5.0,5.0,7.0
NA1/3739294661,Chilly Mountain Wolves,2021-01-12 01:00:10,0,24875.0,31878.0,493.0,-874.0,380.0,-26.0,7.0,7.0,5.0
NA1/3739154751,Bay State College,2021-01-12 01:01:57,0,21332.0,25036.0,429.0,-5533.0,-3957.0,-58.0,3.0,6.0,9.0
NA1/3739154751,Mirage Sport Électronique,2021-01-12 01:01:57,1,26865.0,28993.0,487.0,5533.0,3957.0,58.0,9.0,14.0,3.0
NA1/3739274927,Evil Geniuses Prodigies,2021-01-12 01:33:47,1,29658.0,33243.0,515.0,10103.0,9897.0,146.0,14.0,27.0,1.0
NA1/3739274927,Striking Vipers,2021-01-12 01:33:47,0,19555.0,23346.0,369.0,-10103.0,-9897.0,-146.0,1.0,1.0,14.0
NA1/3739394453,ReDefy Esports,2021-01-12 01:36:41,0,22519.0,25346.0,349.0,-2829.0,-5019.0,-102.0,6.0,7.0,9.0
NA1/3739394453,Winthrop University,2021-01-12 01:36:41,1,25348.0,30365.0,451.0,2829.0,5019.0,102.0,9.0,6.0,6.0
NA1/3739394472,Not Academy Team,2021-01-12 01:38:42,1,32973.0,33240.0,534.0,12514.0,8591.0,135.0,19.0,33.0,1.0
NA1/3739394472,Wildcard Gaming Developmental,2021-01-12 01:38:42,0,20459.0,24649.0,399.0,-12514.0,-8591.0,-135.0,1.0,2.0,19.0
NA1/3739185150,ANEW Blaze,2021-01-12 01:39:10,1,29049.0,29596.0,473.0,2773.0,1802.0,66.0,13.0,29.0,13.0
NA1/3739185150,Peak Performance X,2021-01-12 01:39:10,0,26276.0,27794.0,407.0,-2773.0,-1802.0,-66.0,13.0,21.0,13.0
NA1/3739464588,Dawn Esports,2021-01-12 01:39:44,1,24904.0,28157.0,463.0,-428.0,-2392.0,-20.0,7.0,8.0,8.0
NA1/3739464588,100 Thieves Next,2021-01-12 01:39:44,0,25332.0,30549.0,483.0,428.0,2392.0,20.0,8.0,10.0,7.0
NA1/3739125682,BLACKLIST,2021-01-12 01:40:23,0,23111.0,25758.0,387.0,-1677.0,-1971.0,-68.0,6.0,15.0,6.0
NA1/3739125682,Sign Us Please,2021-01-12 01:40:23,1,24788.0,27729.0,455.0,1677.0,1971.0,68.0,6.0,12.0,6.0
NA1/3739274973,Peak Performance Y,2021-01-12 01:41:01,0,21639.0,26323.0,407.0,-5919.0,-2903.0,-47.0,3.0,6.0,10.0
NA1/3739274973,Wildcard Gaming,2021-01-12 01:41:01,1,27558.0,29226.0,454.0,5919.0,2903.0,47.0,10.0,11.0,3.0
NA1/3739245218,Crystal Cave Gaming Emerald,2021-01-12 01:44:09,0,24783.0,25557.0,415.0,-2132.0,-1905.0,6.0,8.0,19.0,13.0
NA1/3739245218,Barrage.NA,2021-01-12 01:44:09,1,26915.0,27462.0,409.0,2132.0,1905.0,-6.0,12.0,26.0,8.0
NA1/3739085622,Super Sunshine Fruit Basket Warriors,2021-01-12 01:45:31,1,25716.0,30822.0,521.0,2527.0,1886.0,19.0,4.0,4.0,4.0
NA1/3739085622,FrostFire,2021-01-12 01:45:31,0,23189.0,28936.0,502.0,-2527.0,-1886.0,-19.0,4.0,6.0,4.0
NA1/3739484923,Team Clarity,2021-01-12 01:50:49,0,26234.0,29806.0,446.0,-264.0,-1551.0,-46.0,10.0,11.0,10.0
NA1/3739484923,Revival,2021-01-12 01:50:49,1,26498.0,31357.0,492.0,264.0,1551.0,46.0,10.0,12.0,10.0
NA1/3739425010,Mirage Élite,2021-01-12 01:51:35,1,24051.0,27008.0,424.0,-1476.0,-1152.0,-38.0,8.0,17.0,7.0
NA1/3739425010,Illinois State University,2021-01-12 01:51:35,0,25527.0,28160.0,462.0,1476.0,1152.0,38.0,7.0,14.0,8.0
NA1/3739085685,Cloud9 Amateur,2021-01-12 01:52:51,0,26125.0,26899.0,469.0,-1120.0,-1867.0,13.0,5.0,8.0,9.0
NA1/3739085685,unknown team,2021-01-12 01:52:51,1,27245.0,28766.0,456.0,1120.0,1867.0,-13.0,9.0,20.0,5.0
NA1/3739245295,Mirage Sport Électronique,2021-01-12 01:56:38,1,25575.0,29355.0,491.0,341.0,-2170.0,17.0,6.0,6.0,8.0
NA1/3739245295,Bay State College,2021-01-12 01:56:38,0,25234.0,31525.0,474.0,-341.0,2170.0,-17.0,8.0,9.0,6.0
NA1/3739444750,Chilly Mountain Wolves,2021-01-12 01:58:36,0,21886.0,29574.0,473.0,-5112.0,-1259.0,-85.0,2.0,3.0,2.0
NA1/3739444750,ANEW Esports,2021-01-12 01:58:36,1,26998.0,30833.0,558.0,5112.0,1259.0,85.0,2.0,0.0,2.0
NA1/3739185374,Wichita Wolves,2021-01-12 02:06:25,0,21103.0,27206.0,429.0,-4117.0,-1253.0,-72.0,2.0,3.0,4.0
NA1/3739185374,ANEW Rising,2021-01-12 02:06:25,1,25220.0,28459.0,501.0,4117.0,1253.0,72.0,4.0,4.0,2.0
NA1/3739464872,Supernova,2021-01-12 02:14:27,1,25918.0,28669.0,509.0,2915.0,1110.0,54.0,3.0,5.0,2.0
NA1/3739464872,ConViction,2021-01-12 02:14:27,0,23003.0,27559.0,455.0,-2915.0,-1110.0,-54.0,2.0,2.0,3.0
NA1/3739425354,100 Thieves Next,2021-01-12 02:39:50,1,28972.0,31248.0,481.0,7686.0,3837.0,58.0,14.0,16.0,1.0
NA1/3739425354,Dawn Esports,2021-01-12 02:39:50,0,21286.0,27411.0,423.0,-7686.0,-3837.0,-58.0,1.0,1.0,14.0
NA1/3739425471,Illinois State University,2021-01-12 02:54:31,1,26682.0,26897.0,437.0,2879.0,-605.0,28.0,9.0,14.0,9.0
NA1/3739425471,Mirage Élite,2021-01-12 02:54:31,0,23803.0,27502.0,409.0,-2879.0,605.0,-28.0,9.0,9.0,9.0
6915-9197,FunPlus Phoenix,2021-01-12 09:16:00,1,27071.0,31366.0,563.0,1972.0,911.0,3.0,4.0,5.0,2.0
6915-9197,Oh My God,2021-01-12 09:16:00,0,25099.0,30455.0,560.0,-1972.0,-911.0,-3.0,2.0,7.0,4.0
6915-9198,FunPlus Phoenix,2021-01-12 10:00:00,1,26034.0,29914.0,538.0,3015.0,1402.0,34.0,3.0,6.0,1.0
6915-9198,Oh My God,2021-01-12 10:00:00,0,23019.0,28512.0,504.0,-3015.0,-1402.0,-34.0,1.0,1.0,3.0
6916-9199,Rogue Warriors,2021-01-12 11:02:00,0,23366.0,27295.0,489.0,-2405.0,-2430.0,-59.0,2.0,5.0,3.0
6916-9199,Top Esports,2021-01-12 11:02:00,1,25771.0,29725.0,548.0,2405.0,2430.0,59.0,3.0,7.0,2.0
6916-9200,Rogue Warriors,2021-01-12 11:49:00,1,25491.0,29724.0,536.0,-1452.0,-737.0,-43.0,2.0,4.0,4.0
6916-9200,Top Esports,2021-01-12 11:49:00,0,26943.0,30461.0,579.0,1452.0,737.0,43.0,4.0,8.0,2.0
6916-9201,Rogue Warriors,2021-01-12 12:53:00,1,26384.0,30354.0,522.0,2509.0,-593.0,-52.0,4.0,5.0,1.0
6916-9201,Top Esports,2021-01-12 12:53:00,0,23875.0,30947.0,574.0,-2509.0,593.0,52.0,1.0,0.0,4.0
ESPORTSTMNT03/1681044,Zerolag Esports,2021-01-12 16:26:57,1,25491.0,30092.0,515.0,2569.0,70.0,37.0,4.0,11.0,2.0
ESPORTSTMNT03/1681044,The Spawn Esports,2021-01-12 16:26:57,0,22922.0,30022.0,478.0,-2569.0,-70.0,-37.0,2.0,7.0,4.0
ESPORTSTMNT02/1640112,mCon esports Rotterdam,2021-01-12 16:58:27,0,23754.0,27716.0,505.0,562.0,-283.0,36.0,2.0,4.0,3.0
ESPORTSTMNT02/1640112,Dynasty,2021-01-12 16:58:27,1,23192.0,27999.0,469.0,-562.0,283.0,-36.0,3.0,5.0,2.0
ESPORTSTMNT03/1681063,Zerolag Esports,2021-01-12 17:36:42,1,26955.0,29026.0,517.0,4312.0,-1411.0,19.0,6.0,9.0,3.0
ESPORTSTMNT03/1681063,The Spawn Esports,2021-01-12 17:36:42,0,22643.0,30437.0,498.0,-4312.0,1411.0,-19.0,3.0,3.0,6.0
ESPORTSTMNT03/1670986,Zerolag Esports,2021-01-12 17:53:00,1,25808.0,29155.0,472.0,2387.0,962.0,63.0,5.0,10.0,9.0
ESPORTSTMNT03/1670986,The Spawn Esports,2021-01-12 17:53:00,0,23421.0,28193.0,409.0,-2387.0,-962.0,-63.0,9.0,12.0,5.0
ESPORTSTMNT02/1640127,PSV Esports,2021-01-12 18:03:21,1,24783.0,30911.0,545.0,2089.0,242.0,24.0,2.0,3.0,2.0
ESPORTSTMNT02/1640127,Team Echo Zulu,2021-01-12 18:03:21,0,22694.0,30669.0,521.0,-2089.0,-242.0,-24.0,2.0,1.0,2.0
ESPORTSTMNT02/1640143,Dynasty,2021-01-12 19:10:19,1,25728.0,29661.0,500.0,-513.0,-1613.0,2.0,5.0,10.0,7.0
ESPORTSTMNT02/1640143,Team THRLL,2021-01-12 19:10:19,0,26241.0,31274.0,498.0,513.0,1613.0,-2.0,7.0,15.0,5.0
ESPORTSTMNT02/1640154,Team Echo Zulu,2021-01-12 20:26:04,1,23976.0,28014.0,481.0,1088.0,119.0,-25.0,2.0,5.0,1.0
ESPORTSTMNT02/1640154,LowLandLions,2021-01-12 20:26:04,0,22888.0,27895.0,506.0,-1088.0,-119.0,25.0,1.0,2.0,2.0
NA1/3741211550,FrostFire,2021-01-13 00:30:52,0,25862.0,29586.0,453.0,856.0,-244.0,-58.0,9.0,11.0,5.0
NA1/3741211550,Bay State College,2021-01-13 00:30:52,1,25006.0,29830.0,511.0,-856.0,244.0,58.0,5.0,6.0,9.0
NA1/3741221590,100 Thieves Next,2021-01-13 00:32:44,0,24315.0,29592.0,465.0,288.0,-309.0,13.0,7.0,10.0,6.0
NA1/3741221590,Revival,2021-01-13 00:32:44,1,24027.0,29901.0,452.0,-288.0,309.0,-13.0,6.0,9.0,7.0
